Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-11-26,21:06:51.040,15.20,3.80,10002,103,4.8,0.0,0,-12,8,-1024,10,992,204,-23,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.3
2018-11-26,21:06:51.070,15.20,3.80,10002,103,4.8,0.0,0,-12,8,-1024,10,992,204,-22,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:51.210,15.20,3.80,10002,103,4.8,0.0,0,-12,8,-1024,10,992,204,-23,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:51.310,15.20,3.80,10002,103,4.8,0.0,0,-12,8,-1024,10,992,204,-23,18,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:51.410,15.20,3.80,10002,103,4.8,0.0,0,-12,8,-1024,10,992,204,-23,18,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:51.510,15.20,3.80,10002,103,4.8,0.0,0,-12,8,-1024,10,992,204,-23,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:51.610,15.20,3.80,10002,103,4.8,0.0,0,-12,8,-1024,10,992,204,-23,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:51.710,15.20,3.80,10002,103,4.8,0.0,0,-12,8,-1024,10,992,204,-23,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:51.810,15.20,3.80,10002,103,4.8,0.0,0,-12,9,-1024,10,991,204,-23,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:51.910,15.20,3.80,10002,103,4.8,0.0,0,-12,9,-1024,9,991,204,-23,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:52.010,15.20,3.80,10002,103,4.8,0.0,0,-12,9,-1024,9,992,204,-23,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:52.110,15.20,3.80,10002,103,4.8,0.0,0,-12,9,-1024,9,992,204,-22,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:52.220,15.20,3.80,10002,103,4.8,0.0,0,-12,61,-1024,-554,992,204,-23,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2018-11-26,21:06:52.320,15.20,3.80,20002,103,4.8,0.0,0,-12,104,-1024,-1008,992,204,-23,17,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
