Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-18,08:13:40.020,15.09,3.77,10002,92,4.9,0.4,2,-10,11,-1024,6,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:40.090,15.09,3.77,20001,92,4.9,0.4,2,-10,11,-1024,6,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:40.190,15.10,3.77,30001,92,4.9,0.8,2,-10,11,-1024,6,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:40.290,15.10,3.77,30001,92,4.9,0.7,2,-10,11,-1024,6,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:40.390,15.10,3.77,10005,91,4.9,0.7,2,-10,11,-1024,6,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:40.490,15.10,3.77,10005,91,4.9,0.7,2,-10,11,-1024,6,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:40.590,15.09,3.77,20005,91,4.9,0.8,3,-10,11,-1024,6,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:40.690,15.08,3.77,30005,91,4.9,0.8,3,-9,11,-1024,6,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:40.790,15.08,3.77,10005,92,4.9,0.8,3,-9,11,-1024,6,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:40.890,15.08,3.77,10005,92,4.9,0.6,3,-9,11,-1024,6,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:40.990,15.08,3.77,20005,92,4.9,0.8,3,-9,11,-1024,4,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:41.090,15.08,3.77,30005,92,4.9,0.8,3,-9,11,-1024,6,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:41.190,15.08,3.77,10005,92,4.9,0.8,3,-10,9,-1024,6,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:41.290,15.08,3.77,10005,91,4.9,0.8,3,-9,9,-1024,6,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:41.390,15.07,3.76,20005,91,4.9,0.8,3,-10,-7,-1024,6,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2019-09-18,08:13:41.490,15.07,3.76,30005,91,4.9,0.8,3,-10,-7,-954,24,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:41.590,15.08,3.76,10005,91,4.9,0.3,3,-10,8,-806,68,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:41.690,15.09,3.77,10005,92,4.9,0.5,3,-10,9,-769,65,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:41.790,15.09,3.77,20005,92,4.9,0.5,3,-9,9,-768,13,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:41.890,15.09,3.77,30005,92,4.9,1.2,3,-9,9,-769,9,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:41.990,15.09,3.77,10005,92,4.9,0.7,3,-9,11,-769,7,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:42.090,15.06,3.76,10005,92,4.9,0.8,3,-9,11,-769,6,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:42.190,15.06,3.76,20005,91,4.9,0.8,3,-9,11,-769,4,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:42.290,15.05,3.76,20005,91,4.9,0.7,3,-10,11,-739,4,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:42.390,15.03,3.75,20005,91,4.9,0.5,3,-10,11,-296,4,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:42.490,15.02,3.75,10005,91,4.9,0.5,3,-52,11,-395,4,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:42.590,15.02,3.75,20005,92,4.9,0.5,3,-83,11,-916,4,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:42.690,15.03,3.75,20005,92,4.9,0.3,3,-15,-32,-244,-10,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:42.790,15.00,3.74,30005,92,4.9,0.5,3,-12,-32,-123,-46,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:42.890,14.78,3.69,10005,92,4.9,0.5,3,-32,6,-419,-1,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:42.990,14.78,3.69,20005,89,4.9,0.4,3,-9,25,-817,3,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:43.090,14.82,3.69,20005,89,4.9,0.3,3,-12,22,-382,4,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:43.190,14.62,3.64,30005,89,4.9,0.3,3,-98,19,-562,4,-346,204,-4,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:43.290,14.62,3.64,10005,89,4.9,1.2,3,-15,16,-558,6,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:43.390,14.49,3.62,20005,89,4.9,1.1,3,-12,43,-558,27,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2019-09-18,08:13:43.490,14.49,3.65,20005,90,4.9,0.7,3,-10,82,-419,33,-346,204,-4,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
