Date,Time,VFAS(V),Curr(A),Fuel(%),Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-02,23:24:16.380,16.40,0.0,2,359.00,0.00,0.01,1.01,10005,4.10,95,5.1,-6,12,-1024,7,248,204,62,12,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:24:16.470,16.50,0.0,2,359.00,0.00,0.01,1.01,20005,4.12,95,5.1,-7,12,-1024,9,248,204,62,12,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:24:16.570,16.50,0.0,2,359.00,0.00,0.01,1.01,30005,4.12,95,5.1,-7,12,-1024,9,248,204,62,11,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:24:16.690,16.50,0.0,2,359.00,0.00,0.01,1.01,30005,4.12,95,5.1,-7,12,-1024,9,247,204,62,11,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:24:16.790,16.50,0.0,2,359.00,0.00,0.01,1.01,10005,4.12,96,5.1,-7,12,-1024,9,247,204,62,11,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:24:16.890,16.50,0.0,2,359.00,0.00,0.01,1.01,20005,4.12,96,5.1,-7,12,-1024,9,248,204,62,11,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:24:16.990,16.50,0.0,2,359.00,0.00,0.01,1.01,20005,4.12,96,5.1,-7,14,-1024,7,248,204,62,11,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:24:17.090,16.50,0.0,2,359.00,0.00,0.01,1.01,30005,4.12,96,5.1,-7,12,-1024,7,247,204,63,11,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:24:17.190,16.50,0.0,2,359.00,0.00,0.01,1.01,30005,4.12,96,5.1,-7,12,-1024,9,248,204,63,11,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:28:41.980,16.50,0.0,2,351.20,0.00,0.01,1.00,20002,4.12,88,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:28:42.070,16.50,0.0,2,351.20,0.00,0.01,1.00,20002,4.12,87,5.1,-7,12,-1024,9,248,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:28:42.170,16.50,0.0,2,351.20,0.00,0.01,1.00,30002,4.12,87,5.1,-7,12,-1024,9,248,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:28:42.270,16.50,0.0,2,351.20,0.00,0.01,1.00,30002,4.12,87,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:28:42.370,16.50,0.0,2,351.20,0.00,0.01,1.00,30002,4.12,87,5.1,-7,12,-1024,9,248,204,62,0,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:28:42.470,16.50,0.0,2,351.20,0.00,0.01,1.00,30002,4.12,86,5.1,-7,12,-1024,9,248,204,62,0,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:28:42.570,16.50,0.0,2,351.20,0.00,0.01,1.00,10002,4.12,86,5.1,-7,12,-1024,9,247,204,62,0,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:28:42.670,16.50,0.0,2,351.20,0.00,0.01,1.00,20002,4.12,86,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:28:42.770,16.50,0.0,2,351.20,0.00,0.01,1.00,20002,4.12,86,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:08.830,16.50,0.0,2,349.60,0.00,0.01,1.00,30002,4.12,88,5.1,-7,14,-1024,9,248,204,62,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:08.920,16.50,0.0,2,349.60,0.00,0.01,1.00,30002,4.12,86,5.1,-7,14,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:09.020,16.50,0.0,2,349.60,0.00,0.01,1.00,10002,4.12,86,5.1,-7,14,-1024,9,248,204,62,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:09.120,16.50,0.0,2,349.60,0.00,0.01,1.00,20002,4.12,86,5.1,-7,12,-1024,9,248,204,62,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:09.220,16.50,0.0,2,349.60,0.00,0.01,1.00,20002,4.12,86,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:09.320,16.50,0.0,2,349.60,0.00,0.01,1.00,30002,4.12,86,5.1,-7,14,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:10.080,16.50,0.0,2,349.50,0.00,0.01,1.00,20002,4.12,87,5.1,-7,12,-1024,9,247,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:10.170,16.50,0.0,2,349.50,0.00,0.01,1.00,20002,4.12,87,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:10.270,16.50,0.0,2,349.50,0.00,0.01,1.00,30002,4.12,87,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:10.370,16.50,0.0,2,349.50,0.00,0.01,1.00,30002,4.12,87,5.1,-7,14,-1024,7,247,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:10.470,16.50,0.0,2,349.50,0.00,0.01,1.00,10002,4.12,87,5.1,-7,14,-1024,7,248,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:10.570,16.50,0.0,2,349.50,0.00,0.01,1.00,20002,4.12,87,5.1,-7,12,-1024,9,248,204,63,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:14.680,16.50,0.0,2,349.30,0.00,0.01,1.00,30002,4.12,88,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:14.770,16.50,0.0,2,349.30,0.00,0.01,1.00,10002,4.12,88,5.1,-7,14,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:14.870,16.50,0.0,2,349.30,0.00,0.01,1.00,10002,4.12,88,5.1,-7,12,-1024,9,247,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:14.970,16.50,0.0,2,349.30,0.00,0.01,1.00,20002,4.12,88,5.1,-7,12,-1024,9,247,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:15.070,16.50,0.0,2,349.20,0.00,0.01,1.00,20002,4.12,88,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:18.030,16.50,0.0,2,349.10,0.00,0.01,1.00,30002,4.12,89,5.1,-7,14,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:18.120,16.50,0.0,2,349.10,0.00,0.01,1.00,30002,4.12,89,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:18.230,16.50,0.0,2,349.10,0.00,0.01,1.00,10002,4.12,89,5.1,-7,12,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:18.330,16.50,0.0,2,349.10,0.00,0.01,1.00,20002,4.12,89,5.1,-7,14,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:18.470,16.50,0.0,2,349.00,0.00,0.01,1.00,30002,4.12,89,5.1,-7,14,-1024,9,248,204,62,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:29:18.570,16.50,0.0,2,349.00,0.00,0.01,1.00,30002,4.12,88,5.1,-7,14,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.4
2018-06-02,23:33:23.160,16.30,32.0,165,358.40,0.00,0.01,0.99,10005,4.07,94,5.0,-7,14,-1024,9,248,204,63,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-06-02,23:33:23.250,16.30,32.0,165,358.40,0.00,0.01,0.99,10005,4.07,93,5.0,-6,12,-1024,9,248,204,63,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-06-02,23:33:23.350,16.30,32.0,166,358.40,0.00,0.01,0.99,20005,4.07,93,5.0,-6,14,-1024,9,248,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
