Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-24,08:07:38.300,14.95,3.73,30002,97,4.9,0.0,0,-12,11,-1024,7,-1024,204,138,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:38.330,14.95,3.73,30002,97,4.9,0.0,0,-12,11,-1024,7,-1024,204,138,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:38.430,14.95,3.73,10001,98,4.9,0.0,0,-12,11,-1024,7,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:38.560,14.95,3.73,20001,98,4.9,0.0,0,-12,11,-1024,7,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:38.660,14.95,3.73,30001,98,4.9,0.0,0,-12,11,-1024,7,-1024,204,138,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:38.770,14.95,3.73,30001,98,4.9,0.0,0,-12,11,-1024,7,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:38.870,14.95,3.73,10005,98,4.9,0.0,0,-12,11,-1024,6,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:39.010,14.95,3.73,20005,96,4.9,0.0,0,-13,11,-1024,7,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:39.110,14.95,3.73,30005,96,4.9,0.0,0,-12,-43,-1024,7,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:39.220,14.95,3.73,30005,96,4.9,0.0,0,-12,9,-1024,7,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:39.320,14.95,3.73,10005,91,4.9,0.0,0,-12,616,-1024,7,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:39.420,14.95,3.73,20005,91,4.9,0.0,0,-12,606,-1024,16,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:39.520,14.95,3.73,30005,91,4.9,0.0,0,-12,166,-1024,12,-1024,204,138,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:39.620,14.95,3.73,30005,91,4.9,0.0,0,-12,951,-1024,9,-1024,204,138,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:39.750,14.94,3.73,10005,94,4.9,0.0,0,-12,12,-1024,7,-1024,204,138,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:39.920,14.94,3.72,30005,94,4.9,0.0,0,-13,11,-1024,1024,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:40.020,14.91,3.72,30005,94,4.9,0.0,0,-12,12,-1024,58,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:40.120,14.91,3.72,10005,94,4.9,0.0,0,-12,12,-1024,9,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:40.220,14.91,3.72,20005,94,4.9,0.0,0,-13,12,-1024,-419,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:40.320,14.91,3.71,30005,94,4.9,0.0,0,-12,11,-1024,-366,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:40.420,14.78,3.71,10005,94,4.9,0.0,0,-12,11,-1024,12,-1024,204,139,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:40.520,14.78,3.70,10005,94,4.9,0.0,0,-12,11,-1024,10,-1024,204,138,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:40.620,14.82,3.70,10005,94,4.9,0.0,0,-10,11,-1024,9,-1024,204,138,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:40.720,14.85,3.71,30005,94,4.9,0.0,0,-6,11,-1024,9,-1024,204,138,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2019-09-24,08:07:40.820,14.86,3.71,10005,94,4.9,0.0,0,-4,11,-1024,7,-1024,204,138,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
