Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-07-15,00:00:12.790,0.00,0.00,0,0,0.0,0.0,0,-6,12,-1024,6,-422,204,-22,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:12.810,0.00,0.00,0,0,0.0,0.0,0,-6,12,-1024,6,-422,204,-22,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:12.910,0.00,0.00,0,0,0.0,0.0,0,-6,11,-1024,6,-422,204,-22,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:13.010,0.00,0.00,0,0,0.0,0.0,0,-7,11,-1024,6,-422,204,-22,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:13.110,0.00,0.00,0,0,0.0,0.0,0,-7,12,-1024,6,-422,204,-22,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:13.210,0.00,0.00,0,0,0.0,0.0,0,-6,12,-1024,6,-422,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:13.310,0.00,0.00,0,0,0.0,0.0,0,-6,12,-1024,6,-422,204,-22,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:13.410,0.00,0.00,0,0,0.0,0.0,0,-6,12,-1024,6,-422,204,-22,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:13.510,0.00,0.00,0,0,0.0,0.0,0,-6,11,-1024,6,-422,204,-22,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:13.610,0.00,0.00,0,0,0.0,0.0,0,-6,11,-1024,6,-422,204,-22,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:13.710,0.00,0.00,0,0,0.0,0.0,0,-6,11,-1024,6,-422,204,-22,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:13.810,0.00,0.00,0,0,0.0,0.0,0,-6,12,-1024,6,-422,204,-22,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:13.910,0.00,0.00,0,0,0.0,0.0,0,-6,11,-1024,6,-422,204,-22,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
2018-07-15,00:00:14.010,0.00,0.00,0,0,0.0,0.0,0,-7,11,-1024,6,-422,204,-22,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.0
