Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-08-22,19:42:19.870,11.30,20002,80,5.0,3.80,-3,11,-1024,3,7,204,-24,-1024,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.4
2018-08-22,19:42:19.890,11.30,30002,80,5.0,3.80,-3,11,-1024,3,7,204,-24,-1024,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.4
2018-08-22,19:42:19.990,11.30,20002,78,5.0,3.80,-3,11,-1024,3,7,204,-24,-1024,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.4
2018-08-22,19:42:20.090,11.30,30002,78,5.0,3.80,-3,11,-1024,3,6,204,-24,-1024,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.4
2018-08-22,19:42:20.190,11.40,20002,78,5.0,3.80,-3,11,-1024,3,7,204,-24,-1024,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.4
2018-08-22,19:42:20.290,11.40,10002,78,5.0,3.80,-3,11,-1024,3,6,204,-24,-1024,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.4
2018-08-22,19:46:16.500,10.90,10002,87,5.0,3.80,-3,11,-1024,4,7,204,-23,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:16.570,10.90,20002,87,5.0,3.80,-3,11,-1024,3,7,204,-23,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:16.670,10.90,30002,84,5.0,3.80,-3,11,-1024,4,6,204,-23,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:16.770,11.00,30001,84,5.0,3.80,-3,-128,-1024,-93,6,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:16.870,11.00,20005,84,5.0,3.80,-3,-442,-1024,-360,7,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:16.970,11.00,10005,84,5.0,3.80,-3,-484,-1024,-365,7,204,-23,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:17.070,11.00,30005,84,5.0,3.80,-3,-493,-1024,-160,6,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:17.170,11.00,20005,85,5.0,3.80,-3,-137,-1024,1,7,204,-23,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:17.270,11.00,10005,85,5.0,3.80,-1,11,-1024,3,7,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:17.370,11.00,30005,85,5.0,3.80,-3,9,-1024,3,7,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:17.470,11.00,10005,85,5.0,3.80,-3,-106,-1024,3,7,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:17.570,11.00,30005,84,5.0,3.80,-1,-986,-1024,4,6,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:17.670,11.00,20005,84,5.0,3.80,-1,-730,-1024,12,7,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:17.770,11.00,10005,84,5.0,3.80,0,-177,-1024,7,6,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:17.870,11.00,30005,84,5.0,3.80,1,19,-1024,6,6,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:17.970,11.00,10005,84,5.0,3.80,0,14,-1024,4,6,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
2018-08-22,19:46:18.070,11.00,30005,84,5.0,3.80,-1,12,-1024,3,6,204,-24,-1024,-1,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,7.3
