Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-16,08:19:40.720,14.91,3.73,10001,100,4.9,0.8,11,-9,12,-1024,7,-255,204,-4,0,0,-4,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:40.750,14.91,3.72,10001,100,4.9,0.8,11,-9,12,-1024,7,-255,204,-4,0,0,-4,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:40.850,14.91,3.72,20001,100,4.9,0.8,11,-9,12,-1024,7,-255,204,-4,0,0,-4,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:40.970,14.90,3.72,30001,100,4.9,1.1,11,-10,12,-1024,7,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:41.070,14.90,3.72,30001,100,4.9,1.1,11,-10,12,-1024,7,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:41.170,14.90,3.72,10005,100,4.9,1.1,11,-10,12,-1024,7,-255,204,-3,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:41.270,14.90,3.72,20005,100,4.9,0.9,11,-10,12,-1024,7,-255,204,-3,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:41.370,14.91,3.72,30005,100,4.9,0.6,11,-12,12,-1024,7,-255,204,-3,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:41.470,14.91,3.72,30005,100,4.9,0.7,11,-10,12,-1024,7,-254,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:41.570,14.91,3.72,10005,100,4.9,0.7,11,-10,12,-1024,7,-254,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:41.670,14.91,3.72,20005,100,4.9,0.3,11,-10,12,-1024,7,-255,204,-4,0,0,-3,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:41.770,14.91,3.72,20005,100,4.9,0.4,11,-10,12,-1024,7,-255,204,-4,0,0,-4,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:41.870,14.91,3.72,20005,100,4.9,0.8,11,-10,12,-1024,7,-255,204,-4,0,0,-4,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:41.970,14.90,3.72,10005,100,4.9,0.8,11,-10,12,-1024,7,-255,204,-4,0,0,-3,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:42.070,14.90,3.72,20005,100,4.9,0.4,11,-10,12,-1024,7,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:42.170,14.93,3.73,30005,100,4.9,0.4,11,-10,12,-1024,7,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:42.270,14.93,3.73,30005,100,4.9,0.4,11,-10,12,-1024,7,-254,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:42.370,14.93,3.73,10005,100,4.9,0.4,11,-10,12,-1024,7,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:42.470,14.93,3.73,20005,100,4.9,0.4,11,-10,12,-1024,7,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:42.570,14.93,3.73,20005,100,4.9,0.9,11,-10,116,-1024,7,-254,204,-3,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:42.670,14.90,3.73,30005,100,4.9,0.9,11,-10,27,-1024,6,-254,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:42.770,14.90,3.72,10005,100,4.9,0.4,11,-10,20,-1024,7,-254,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:42.870,14.91,3.72,10005,100,4.9,0.8,11,-10,1022,-1024,1,-255,204,-4,0,0,-3,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:42.970,14.91,3.72,20005,100,4.9,0.8,11,-10,941,-1024,3,-255,204,-4,0,0,-3,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:43.070,14.90,3.72,30005,100,4.9,0.8,11,-9,17,-1024,4,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:43.170,14.90,3.72,10005,100,4.9,0.7,11,-9,16,-1024,6,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:43.270,14.90,3.72,10005,100,4.9,0.7,11,-9,14,-1024,6,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:43.370,14.76,3.72,20005,100,4.9,0.7,11,-10,14,-1024,6,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:43.470,14.76,3.72,30005,100,4.9,1.3,11,-10,12,-1024,6,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:43.570,14.76,3.69,30005,100,4.9,1.2,11,-10,14,-1024,7,-255,204,-3,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:43.670,14.80,3.69,30005,99,4.9,1.2,11,-10,12,-1024,7,-254,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:43.770,14.80,3.70,20005,99,4.9,1.2,12,-10,12,-1024,7,-254,204,-3,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:43.870,14.83,3.71,20005,99,4.9,1.1,12,-10,12,-1024,7,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:43.970,14.86,3.71,30005,99,4.9,1.1,12,-10,12,-1024,7,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:44.070,14.86,3.71,30005,99,4.9,0.8,12,-9,12,-1024,108,-254,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:44.170,14.87,3.71,10005,100,4.9,0.8,12,-9,33,-1024,1024,-254,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:44.270,14.87,3.72,20005,100,4.9,0.5,12,-9,14,-1024,10,-255,204,-4,0,0,-4,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:44.370,14.87,3.72,20005,100,4.9,1.1,12,-9,14,-1024,9,-254,204,-4,0,0,-4,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:44.470,14.87,3.72,30005,100,4.9,1.1,12,-9,12,-1024,9,-255,204,-4,0,0,-4,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:44.570,14.87,3.72,10005,99,4.9,1.1,12,-9,12,-1024,9,-255,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-09-16,08:19:44.670,14.82,3.72,20005,99,4.9,0.6,12,-10,14,-1024,-88,-254,204,-4,0,0,-3,-4,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
