Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-07-10,07:08:00.700,16.43,4.10,10001,92,5.1,0.0,0,-15,12,-1024,9,-116,204,1024,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:00.730,16.43,4.10,10001,92,5.1,0.0,0,-13,12,-1024,9,-116,204,1024,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:00.870,16.43,4.10,20001,95,5.1,0.0,0,-15,12,-1024,9,-115,204,1024,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:00.970,16.43,4.10,20001,95,5.1,0.0,0,-13,12,-1024,9,-116,204,1024,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:01.070,16.43,4.10,10005,95,5.1,0.0,0,-13,12,-1024,9,-116,204,1024,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:01.170,16.42,4.10,10005,95,5.1,0.0,0,-13,12,-1024,9,-116,204,1024,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:01.270,16.42,4.10,20005,95,5.1,0.0,0,-15,12,-1024,9,-116,204,1024,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:01.370,16.42,4.10,30005,96,5.1,0.0,0,-13,12,-1024,9,-116,204,1024,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:01.470,16.42,4.10,10005,96,5.1,0.0,0,-15,12,-1024,9,-116,204,1024,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:01.570,16.42,4.10,10005,96,5.1,0.0,0,-15,12,-1024,9,-116,204,1024,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:01.670,16.42,4.10,10005,96,5.1,0.0,0,-15,12,-1024,9,-116,204,1024,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.5
2019-07-10,07:08:01.770,16.42,4.10,30005,95,5.1,0.0,0,-15,12,-1024,9,-116,204,1024,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000520,7.5
2019-07-10,07:08:01.870,16.42,4.10,10005,95,5.1,0.0,0,-15,12,-1024,9,-116,204,1024,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2019-07-10,07:08:01.970,16.41,4.10,10005,95,5.1,0.0,0,-15,12,-1024,9,-116,204,1024,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2019-07-10,07:08:02.070,16.41,4.10,20005,95,5.1,0.0,0,-13,12,-1024,9,-116,204,1024,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2019-07-10,07:08:02.170,16.41,4.10,30005,97,5.1,0.0,0,-13,12,-1024,9,-116,204,1024,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
