Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-10-29,19:39:10.530,12.50,20002,101,5.1,4.16,-10,6,-1024,9,436,204,-8,7,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-29,19:39:10.570,12.50,20002,101,5.1,4.16,-10,6,-1024,9,436,204,-8,7,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-29,19:39:10.670,12.50,10001,101,5.1,4.16,-10,6,-1024,9,436,204,-8,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-29,19:39:10.770,12.50,30001,101,5.1,4.16,-10,8,-1024,9,436,204,-8,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-29,19:39:10.870,12.50,20005,101,5.1,4.16,-10,8,-1024,9,436,204,-8,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-29,19:39:10.970,12.50,10005,101,5.1,4.16,-10,8,-1024,7,436,204,-7,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-29,19:39:11.070,12.50,30005,101,5.1,4.16,-10,8,-1024,9,436,204,-8,5,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-29,19:39:11.170,12.50,10005,101,5.1,4.16,-10,8,-1024,9,436,204,-8,5,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2018-10-29,19:39:11.270,12.50,30005,101,5.1,4.16,-12,8,-817,9,436,204,-8,7,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:11.370,12.50,30005,101,5.1,4.16,-13,64,-789,9,436,204,-8,7,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:11.470,12.50,10005,101,5.1,4.16,-12,174,-785,30,436,204,-8,7,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:11.570,12.50,30005,100,5.1,4.16,-10,235,-782,32,436,204,-8,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:11.670,12.50,20005,100,5.1,4.16,-10,93,-781,15,436,204,-8,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:11.770,12.50,10005,100,5.1,4.16,-10,11,-781,12,436,204,-8,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:11.870,12.50,30005,100,5.1,4.16,-10,9,-779,10,436,204,-8,5,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:11.970,12.50,10005,98,5.1,4.16,-10,8,-776,9,436,204,-8,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:12.070,12.50,30005,98,5.1,4.16,-12,-35,-738,-10,436,204,-8,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:12.170,12.50,20005,98,5.1,4.16,-12,-163,-735,-51,436,204,-8,7,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:12.270,12.50,10005,98,5.1,4.16,-10,-107,-735,9,436,204,-8,7,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:12.370,12.50,20005,98,5.1,4.16,-10,-37,-736,9,436,204,-7,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:12.470,12.50,20005,99,5.1,4.16,-10,19,-735,12,436,204,-8,7,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:12.570,12.50,10005,99,5.1,4.16,-10,91,-733,47,436,204,-8,7,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:12.670,12.50,30005,99,5.1,4.16,-67,91,-544,9,436,204,-8,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:12.770,12.50,20005,99,5.1,4.16,-195,91,-336,9,436,204,-8,7,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:12.870,12.50,30005,101,5.1,4.16,-152,93,-331,7,436,204,-8,7,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:12.980,12.50,20005,101,5.1,4.16,-90,46,-330,-38,436,204,-8,5,714,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2018-10-29,19:39:13.120,12.50,20005,101,5.1,4.16,-70,41,-544,-125,436,204,-8,5,713,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
