Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-10-17,23:25:34.870,-10,11,-1024,6,-523,-1024,-1024,0,0,554,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.1
2019-10-17,23:25:34.900,-10,11,-1024,6,-523,-1024,-1024,0,0,554,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.1
2019-10-17,23:25:35.000,-10,11,-1024,6,-523,-1024,-1024,0,0,554,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.1
2019-10-17,23:25:35.100,-10,11,-1024,6,-523,-1024,-1024,0,0,554,652,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000020,8.1
2019-10-17,23:26:05.500,-10,11,-1024,6,-523,-1024,-1024,0,0,553,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.1
2019-10-17,23:26:05.570,-10,11,-1024,6,-523,-1024,-1024,0,0,553,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.1
2019-10-17,23:26:05.670,-10,11,-1024,6,-523,-1024,-1024,0,0,553,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.1
2019-10-17,23:26:05.770,-10,11,-1024,6,-523,-1024,-1024,0,0,553,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.1
2019-10-17,23:29:36.600,-10,9,-50,7,-523,-1024,-1024,0,0,553,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.1
2019-10-17,23:29:36.680,-9,9,-50,7,-523,-1024,-1024,0,0,553,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.1
2019-10-17,23:29:36.780,-9,9,-50,7,-523,-1024,-1024,0,0,553,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.1
2019-10-17,23:29:36.880,-10,9,-50,7,-523,-1024,-1024,0,0,554,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.1
2019-10-17,23:29:36.980,-10,9,-50,7,-523,-1024,-1024,0,0,554,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.1
2019-10-17,23:29:37.080,-9,9,-50,7,-523,-1024,-1024,0,0,554,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.1
2019-10-17,23:29:58.450,-10,9,-50,7,-523,-1024,-1024,0,0,554,652,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.1
