Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-10-14,19:19:15.200,22.28,3.71,20002,91,4.9,0.0,0,-7,11,-1024,6,-979,-1024,-1024,0,0,965,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:15.230,22.28,3.71,20002,91,4.9,0.0,0,-7,11,-1024,6,-979,-1024,-1024,0,0,965,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:15.330,22.28,3.71,20002,91,4.9,0.0,0,-7,11,-1024,4,-979,-1024,-1024,0,0,965,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:15.450,22.28,3.71,10005,91,4.9,0.0,0,-7,11,-1024,4,-978,-1024,-1024,0,0,966,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:15.560,22.28,3.71,20005,91,4.9,0.0,0,-7,11,-1024,4,-979,-1024,-1024,0,0,965,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:15.660,22.28,3.71,20005,91,4.9,0.0,0,-9,11,-1024,4,-978,-1024,-1024,0,0,966,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:15.760,22.28,3.71,30005,92,4.9,0.0,0,-9,11,-1024,4,-978,-1024,-1024,0,0,966,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:15.860,22.28,3.71,10005,92,4.9,0.0,0,-9,11,-1024,4,-978,-1024,-1024,0,0,965,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:15.960,22.28,3.71,20005,92,4.9,0.0,0,-9,11,-1024,4,-978,-1024,-1024,0,0,965,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:16.060,22.28,3.71,30005,92,4.9,0.0,0,-7,11,-1024,4,-978,-1024,-1024,0,0,965,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:16.160,22.28,3.71,10005,92,4.9,0.0,0,-9,9,-1024,4,-978,-1024,-1024,0,0,965,-3,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:16.260,22.28,3.71,10005,91,4.9,0.0,0,-7,9,-1024,4,-978,-1024,-1024,0,0,965,-3,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:16.360,22.28,3.71,20005,91,4.9,0.0,0,-7,11,-1024,4,-979,-1024,-1024,0,0,965,-3,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.4
2019-10-14,19:19:18.500,22.28,3.71,30002,91,4.9,0.0,0,-9,9,-1024,4,-978,-1024,-1024,0,0,965,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.4
