Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-17,22:40:12.140,15.18,3.79,20001,91,4.9,0.4,20,-9,11,-1017,6,-344,204,-3,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:12.170,15.18,3.79,20001,91,4.9,0.4,20,-10,11,-1017,6,-344,204,-3,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:12.270,15.18,3.79,30001,89,4.9,0.4,20,-9,11,-1017,6,-344,204,-3,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:12.370,15.18,3.79,30001,89,4.9,0.8,20,-9,11,-1017,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:12.470,15.18,3.79,10001,89,4.9,0.4,20,-9,11,-1017,6,-344,204,-3,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:12.570,15.18,3.79,20005,89,4.9,0.4,20,-9,11,-1017,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:12.670,15.18,3.79,20005,92,4.9,0.7,20,-9,11,-1017,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:12.770,15.18,3.79,30005,92,4.9,0.4,20,-10,11,-1017,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:12.870,15.18,3.79,10005,92,4.9,0.7,20,-10,11,-1017,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:12.970,15.17,3.79,20005,92,4.9,0.7,20,-10,11,-1017,6,-344,204,-3,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:13.070,15.17,3.79,20005,91,4.9,0.5,20,-10,11,-1017,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:13.170,15.17,3.79,30005,91,4.9,0.5,20,-10,11,-1017,6,-344,204,-3,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:13.270,15.18,3.79,10005,91,4.9,0.5,20,-9,11,-1017,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:13.370,15.18,3.79,20005,91,4.9,0.6,20,-9,11,-1019,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:13.470,15.16,3.79,30005,91,4.9,0.6,20,-9,11,-1017,6,-344,204,-3,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:13.570,15.16,3.79,30005,90,4.9,0.6,20,-10,11,-1017,6,-344,204,-3,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:13.670,15.16,3.79,10005,90,4.9,0.4,20,-10,11,-1017,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:13.770,15.16,3.79,20005,90,4.9,0.4,20,-9,11,-1019,6,-344,204,-3,0,0,-6,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:13.870,15.16,3.79,30005,90,4.9,0.4,20,34,11,-1020,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:13.970,15.16,3.79,30005,93,4.9,0.4,20,79,11,-1024,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-09-17,22:40:14.070,15.16,3.79,10005,93,4.9,0.6,20,40,11,-1024,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-09-17,22:40:14.170,15.16,3.79,20005,93,4.9,0.4,20,1,11,-1024,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2019-09-17,22:40:18.610,15.17,3.79,10002,90,4.9,0.4,21,-9,11,-1020,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:18.690,15.17,3.79,20002,90,4.9,0.7,21,-9,11,-1020,6,-344,204,-3,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:18.790,15.17,3.79,20002,90,4.9,0.4,21,-10,11,-1020,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:18.890,15.16,3.79,30001,92,4.9,0.4,21,-10,11,-1020,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:18.990,15.16,3.79,10001,92,4.9,0.6,21,-10,11,-1020,6,-344,204,-3,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:19.090,15.16,3.79,20005,92,4.9,0.8,21,-9,11,-1020,6,-344,204,-3,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:19.190,15.16,3.79,20005,92,4.9,0.8,21,-9,11,-1020,6,-344,204,-3,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:19.290,15.16,3.79,30005,92,4.9,0.8,21,-9,11,-1020,6,-344,204,-3,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:19.390,15.16,3.79,30005,92,4.9,0.4,21,-9,11,-1020,6,-344,204,-3,0,0,-6,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:19.490,15.16,3.79,10005,92,4.9,0.8,21,-9,11,-1020,6,-344,204,-3,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:19.590,15.14,3.78,20005,92,4.9,0.8,21,-9,11,-1020,6,-344,204,-3,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:19.690,15.14,3.78,30005,92,4.9,0.8,21,-9,11,-1020,6,-344,204,-3,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2019-09-17,22:40:19.790,15.14,3.78,10005,92,4.9,0.7,21,-9,11,-1020,6,-344,204,-3,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
