Date,Time,Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),Curr(A),Fuel(%),RSSI(dB),RxBt(V),VFAS(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-27,20:27:32.710,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,90,5.1,12.60,-4,14,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:32.740,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,90,5.1,12.60,-4,14,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:32.840,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,90,5.1,12.60,-4,14,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:32.960,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,92,5.1,12.60,-4,14,-1024,4,66,-205,-5,-1022,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:33.060,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,92,5.1,12.60,-4,14,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:33.160,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,92,5.1,12.60,-4,14,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:33.260,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,92,5.1,12.60,-4,14,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:33.360,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,93,5.1,12.60,48,14,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:33.460,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,93,5.1,12.60,-3,14,-1024,3,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:33.560,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,93,5.1,12.60,-4,14,-1024,3,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:33.660,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,93,5.1,12.60,-4,14,-1024,3,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:33.760,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,93,5.1,12.60,26,59,-1024,3,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:33.860,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,92,5.1,12.60,590,12,-1024,3,66,-205,-5,-1022,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:33.960,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,92,5.1,12.60,1024,12,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:34.060,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,92,5.1,12.60,1024,14,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:34.160,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,92,5.1,12.60,1024,12,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:34.260,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,92,5.1,12.60,1024,11,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:34.360,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,92,5.1,12.60,1024,11,-1024,4,66,-205,-5,-1022,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:34.460,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,92,5.1,12.60,1024,12,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:34.560,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,92,5.1,12.60,1024,12,-1024,3,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:34.660,0.00,0.00,0.00,0.00,10005,4.20,0.0,0,92,5.1,12.60,453,12,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:34.760,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,92,5.1,12.60,-1,14,-1024,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:34.860,0.00,0.00,0.00,0.00,20005,4.20,0.0,0,92,5.1,12.60,-3,14,-1024,4,66,-205,-4,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004220,7.9
2018-06-27,20:27:34.960,0.00,0.00,0.00,0.00,10005,4.20,0.0,0,92,5.1,12.60,-163,14,-865,110,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:35.060,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,92,5.1,12.60,-181,82,-817,201,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:35.160,0.00,0.00,0.00,0.00,20005,4.20,0.0,0,92,5.1,12.60,-4,37,-823,53,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:35.260,0.00,0.00,0.00,0.00,10005,4.20,0.0,0,92,5.1,12.60,-4,12,-827,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:35.360,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,92,5.1,12.60,-4,14,-827,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:35.460,0.00,0.00,0.00,0.00,20005,4.20,0.0,0,92,5.1,12.60,-4,37,-827,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:35.560,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,90,5.1,12.60,-4,16,-803,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:35.660,0.00,0.00,0.00,0.00,20005,4.20,0.0,0,90,5.1,12.60,-4,16,-731,4,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:35.760,0.00,0.00,0.00,0.00,10005,4.20,0.0,0,90,5.1,12.60,-4,35,-730,3,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:35.860,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,90,5.1,12.60,-1,30,-595,1,65,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:35.960,0.00,0.00,0.00,0.00,20005,4.20,0.0,0,90,5.1,12.60,-3,33,-412,1,66,-205,-5,-1022,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:36.060,0.00,0.00,0.00,0.00,10005,4.20,0.0,0,88,5.1,12.60,13,38,-320,1,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:36.160,0.00,0.00,0.00,0.00,20005,4.16,0.0,0,88,5.1,12.50,12,35,-322,3,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:36.260,0.00,0.00,0.00,0.00,10005,4.16,0.0,0,88,5.1,12.50,12,87,-401,1,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:36.360,0.00,0.00,0.00,0.00,30005,4.16,0.0,0,88,5.1,12.50,-3,129,-450,0,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:36.460,0.00,0.00,0.00,0.00,10005,4.16,0.0,0,92,5.1,12.50,-1,101,-519,-1,66,-205,-5,-1022,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:36.560,0.00,0.00,0.00,0.00,10005,4.16,0.0,0,92,5.1,12.50,-1,58,-581,1,65,-205,-5,-1022,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:36.660,0.00,0.00,0.00,0.00,30005,4.16,0.0,0,92,5.1,12.50,17,16,-600,45,65,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:36.760,0.00,0.00,0.00,0.00,20005,4.13,0.0,0,92,5.1,12.40,37,16,-525,67,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:36.860,0.00,0.00,0.00,0.00,30005,4.13,0.0,0,93,5.1,12.40,34,16,-395,7,65,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:36.960,0.00,0.00,0.00,0.00,20005,4.13,0.0,0,93,5.1,12.40,-1,16,-336,-12,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:37.060,0.00,0.00,0.00,0.00,10005,4.13,0.0,0,93,5.1,12.40,20,16,-333,-55,65,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:37.160,0.00,0.00,0.00,0.00,30005,4.13,0.0,0,93,5.1,12.40,21,16,-333,-66,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:37.260,0.00,0.00,0.00,0.00,20005,4.13,0.0,0,93,5.1,12.40,41,16,-376,-41,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:37.360,0.00,0.00,0.00,0.00,30005,4.13,0.0,0,96,5.1,12.40,38,16,-377,-82,65,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:37.460,0.00,0.00,0.00,0.00,20005,4.10,0.0,0,96,5.1,12.30,44,16,-379,-48,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:37.560,0.00,0.00,0.00,0.00,10005,4.10,0.0,0,96,5.1,12.30,86,19,-381,1,66,-205,-5,-1024,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
2018-06-27,20:27:37.660,0.00,0.00,0.00,0.00,30005,4.10,0.0,0,96,5.1,12.30,127,88,-406,90,66,-205,-5,-1022,-1,-1,-1,1,-1,-1,1,-1,-1,0x0000000000004230,7.9
