Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-23,20:48:54.270,23.17,3.86,30002,75,4.7,0.0,0,-12,9,-1024,7,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.6
2019-09-23,20:48:54.300,23.17,3.86,30002,75,4.7,0.0,0,-12,9,-1024,7,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.6
2019-09-23,20:48:54.400,23.17,3.86,30002,73,4.7,0.0,0,-12,11,-1024,7,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.6
2019-09-23,20:48:54.500,23.17,3.86,10002,73,4.7,0.0,0,-12,9,-1024,7,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.6
2019-09-23,20:48:54.600,23.17,3.86,20002,73,4.7,0.0,0,-12,11,-1024,7,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.6
2019-09-23,20:48:54.700,23.17,3.86,30002,73,4.7,0.0,0,-12,9,-1024,7,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.6
2019-09-23,20:48:54.800,23.17,3.86,30002,73,4.7,0.0,0,-12,9,-1024,7,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.6
2019-09-23,20:48:54.900,23.17,3.86,10002,72,4.7,0.0,0,-12,11,-1024,7,-1024,204,137,0,0,-1024,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.6
2019-09-23,20:48:55.000,23.17,3.86,20002,72,4.7,0.0,0,-12,9,-1024,7,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.6
2019-09-23,20:48:55.100,23.17,3.86,20002,72,4.7,0.0,0,-12,9,-1024,7,-1024,204,138,0,0,-1024,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.6
