Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-03-05,22:21:33.920,14.70,3.67,30002,99,5.1,0.3,7,-16,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:33.940,14.70,3.67,30002,99,5.1,0.3,7,-16,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:34.040,14.70,3.67,30002,99,5.1,0.3,8,-16,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:34.170,14.70,3.67,10001,99,5.1,0.4,8,-18,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:34.270,14.70,3.67,10001,99,5.1,0.4,8,-18,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:34.370,14.70,3.67,20001,99,5.1,0.5,8,-18,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:34.470,14.70,3.67,30001,99,5.1,0.5,8,-16,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:34.570,14.70,3.67,30001,99,5.1,0.5,8,-16,11,-1024,12,-411,204,754,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:34.670,14.70,3.67,10005,98,5.1,0.5,8,-16,11,-1024,12,-411,204,754,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:34.770,14.70,3.67,10005,98,5.1,0.5,8,-16,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:34.870,14.70,3.67,20005,98,5.1,0.5,8,-16,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:34.970,14.70,3.67,20005,98,5.1,0.5,8,-16,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:35.070,14.70,3.67,30005,98,5.1,0.5,8,-16,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:35.170,14.70,3.67,30005,96,5.1,0.5,8,-16,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:35.270,14.70,3.67,10005,96,5.1,0.5,8,-16,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2019-03-05,22:21:35.370,14.70,3.67,20005,96,5.1,0.5,8,-18,11,-1024,12,-411,204,754,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
