Date,Time,Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),Curr(A),Fuel(%),RSSI(dB),RxBt(V),VFAS(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-12,08:11:03.010,0.00,0.00,0.00,0.00,10001,4.13,0.0,0,95,5.1,12.40,-6,12,-1024,7,172,204,64,-821,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.5
2018-06-12,08:11:03.050,0.00,0.00,0.00,0.00,20001,4.13,0.0,0,95,5.1,12.40,-7,12,-1024,6,172,204,64,-821,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.5
2018-06-12,08:11:03.150,0.00,0.00,0.00,0.00,20001,4.13,0.0,0,95,5.1,12.40,-6,14,-1024,7,172,204,64,-821,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.5
2018-06-12,08:11:03.260,0.00,0.00,0.00,0.00,30001,4.13,0.0,0,95,5.1,12.40,-7,12,-1024,7,172,204,64,-821,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.5
2018-06-12,08:11:03.360,0.00,0.00,0.00,0.00,30001,4.13,0.0,0,93,5.1,12.40,-6,14,-1024,7,172,204,64,-821,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.5
2018-06-12,08:11:03.460,0.00,0.00,0.00,0.00,10001,4.13,0.0,0,93,5.1,12.40,-6,14,-1024,6,172,204,64,-821,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.5
2018-06-12,08:11:03.560,0.00,0.00,0.00,0.00,20001,4.13,0.0,0,93,5.1,12.40,-6,14,-1024,6,172,204,64,-821,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.5
2018-06-12,08:11:03.660,0.00,0.00,0.00,0.00,20001,4.13,0.0,0,93,5.1,12.40,-7,14,-1024,6,172,204,64,-821,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.5
2018-06-12,08:11:03.760,0.00,0.00,0.00,0.00,30001,4.13,0.0,0,94,5.1,12.40,-7,14,-1024,7,172,204,64,-821,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.5
2018-06-12,08:11:03.860,0.00,0.00,0.00,0.00,10001,4.13,0.0,0,94,5.1,12.40,-7,14,-1024,6,172,204,64,-821,-1022,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.5
