Date,Time,RSSI(dB),RxBt(V),Fuel(%),Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),VFAS(V),Curr(A),A2(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-07-16,21:09:01.970,87,4.3,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.0,10.4,-6,12,-1024,4,-710,204,-1,0,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000920,7.4
2018-07-16,21:09:02.060,89,4.3,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.0,10.4,-6,12,-1024,4,-710,204,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000920,7.4
2018-07-16,21:09:02.160,89,4.3,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.0,10.4,-6,12,-1024,4,-710,204,-1,0,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000920,7.4
