Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-15,01:41:49.970,24.36,4.06,30002,78,4.9,0.0,0,-10,12,-1022,7,-903,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:50.000,24.36,4.06,30002,78,4.9,0.0,0,-10,12,-1022,7,-903,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:50.100,24.36,4.06,10001,78,4.9,0.0,0,-10,12,-1022,7,-904,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:50.200,24.36,4.06,10001,78,4.9,0.0,0,-10,12,-1022,7,-904,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:50.300,24.36,4.06,20001,78,4.9,0.0,0,-10,12,-1022,7,-903,204,0,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:50.400,24.36,4.06,30005,80,4.9,0.0,0,-10,12,-1022,7,-904,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:50.500,24.36,4.06,10005,80,4.9,0.0,0,-10,12,-1022,7,-903,204,0,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:50.600,24.36,4.06,10005,80,4.9,0.0,0,-10,12,-1022,7,-904,204,0,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:50.700,24.36,4.06,20005,80,4.9,0.0,0,-10,12,-1022,7,-903,204,0,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:50.800,24.36,4.06,30005,77,4.9,0.0,0,-10,12,-1022,7,-903,204,0,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:50.900,24.36,4.06,10005,77,4.9,0.0,0,-10,12,-1022,7,-904,204,0,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:51.000,24.36,4.06,10005,77,4.9,0.0,0,-10,12,-1024,7,-904,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-09-15,01:41:51.100,24.36,4.06,20005,77,4.9,0.0,0,-10,12,-1022,7,-904,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:51.200,24.36,4.06,30005,77,4.9,0.0,0,-10,66,-1022,-455,-904,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:51.300,24.36,4.06,10005,78,4.9,0.0,0,-9,33,-1022,-301,-903,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:51.400,24.36,4.06,10005,78,4.9,0.0,0,-10,11,-1022,10,-903,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:51.500,24.36,4.06,10005,78,4.9,0.0,0,-9,11,-1022,9,-904,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:51.600,24.36,4.06,30005,78,4.9,0.0,0,-10,12,-1022,721,-903,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:51.700,24.36,4.06,30005,80,4.9,0.0,0,-10,12,-1022,9,-903,204,0,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:51.800,24.19,4.03,30005,80,4.9,3.9,0,-10,12,-1022,9,-903,204,0,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-09-15,01:41:51.900,24.20,4.03,20005,80,4.9,3.9,0,-10,12,-1022,9,-903,204,0,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
