Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-07-09,00:06:50.000,15.70,3.92,30001,101,5.1,-6,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,1,0x0000000000000260,7.5
2018-07-09,00:06:50.030,15.70,3.92,30001,101,5.1,-6,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,1,0x0000000000000260,7.5
2018-07-09,00:06:50.130,15.60,3.92,20001,101,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000260,7.5
2018-07-09,00:06:50.230,15.60,3.90,30001,101,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:50.330,15.60,3.90,10001,101,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:50.430,15.60,3.90,10001,101,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:50.530,15.60,3.90,30001,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:50.630,15.70,3.90,30001,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:50.730,15.70,3.90,20005,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:50.830,15.70,3.92,20005,103,5.1,-7,12,-1024,4,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:50.940,15.70,3.90,10005,103,5.1,-6,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:51.040,15.60,3.90,10005,103,5.1,-7,12,-1024,6,-925,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:51.140,15.60,3.90,10005,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:51.240,15.60,3.90,10005,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:51.340,15.60,3.90,10005,102,5.1,-6,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:51.440,15.60,3.90,30005,102,5.1,-6,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:51.540,15.60,3.90,30005,102,5.1,-6,11,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:51.640,15.60,3.90,30005,102,5.1,-7,11,-1024,6,-925,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:51.740,15.60,3.90,20005,102,5.1,-7,12,-1024,4,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:51.840,15.60,3.90,10005,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:51.940,15.60,3.90,10005,103,5.1,-7,12,-1024,4,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:52.040,15.60,3.90,10005,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:52.140,15.60,3.90,20005,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:52.240,15.60,3.90,20005,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:52.340,15.60,3.90,20005,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:52.440,15.60,3.90,20005,103,5.1,-6,12,-1024,6,-925,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:52.540,15.60,3.90,20005,103,5.1,-6,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:52.640,15.60,3.90,20005,103,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:52.740,15.60,3.90,10005,103,5.1,-6,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:52.840,15.60,3.90,20005,103,5.1,-6,12,-1024,6,-925,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:52.940,15.60,3.90,20005,103,5.1,-7,12,-644,4,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:53.040,15.60,3.90,20005,103,5.1,-7,12,-527,4,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:53.140,15.60,3.90,20005,101,5.1,-7,12,-766,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:53.240,15.60,3.90,20005,101,5.1,-7,12,-941,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:53.340,15.60,3.90,20005,101,5.1,-7,11,-588,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:53.440,15.60,3.90,10005,101,5.1,-6,11,-452,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:53.540,15.60,3.90,10005,102,5.1,-6,11,-622,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:53.640,15.60,3.90,10005,102,5.1,-6,12,-598,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:53.740,15.60,3.90,10005,102,5.1,-4,12,-471,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:53.840,15.60,3.90,10005,102,5.1,-4,12,-800,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:53.940,15.60,3.90,30005,102,5.1,-10,12,-312,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:54.040,15.60,3.90,30005,101,5.1,-9,12,-558,4,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:54.140,15.60,3.90,10005,101,5.1,-7,12,-854,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:54.240,15.60,3.90,10005,101,5.1,-7,12,-858,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:54.340,15.60,3.90,10005,101,5.1,-6,12,-858,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:54.440,15.60,3.90,20005,102,5.1,-6,12,-368,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:54.540,15.60,3.90,10005,102,5.1,-6,12,-887,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:54.640,15.50,3.87,10005,102,5.1,-6,12,-884,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:54.740,15.50,3.87,30005,102,5.1,83,12,-758,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:54.840,15.50,3.85,30005,103,5.1,387,12,-754,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:54.940,15.40,3.85,30005,103,5.1,48,12,-695,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:55.040,15.40,3.85,30005,103,5.1,43,12,-695,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:55.140,15.40,3.85,20005,103,5.1,-1,12,-725,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:55.240,15.40,3.85,10005,103,5.1,-599,12,-590,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:55.340,15.40,3.85,10005,103,5.1,-186,12,-562,6,-924,-205,-23,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:55.440,15.40,3.85,10005,103,5.1,-20,12,-587,6,-925,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:55.540,15.40,3.85,10005,103,5.1,-13,12,-590,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:55.640,15.40,3.85,10005,103,5.1,-10,12,-592,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,7.5
2018-07-09,00:06:55.740,15.40,3.85,30005,100,5.1,-9,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:55.840,15.40,3.85,30005,100,5.1,-12,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:55.940,15.30,3.85,30005,100,5.1,-9,12,-1024,6,-925,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:56.040,15.30,3.85,10005,100,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
2018-07-09,00:06:56.140,15.30,3.85,10005,100,5.1,-7,12,-1024,6,-924,-205,-24,-1024,-1016,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.5
