Date,Time,Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),Curr(A),Fuel(%),RSSI(dB),RxBt(V),VFAS(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-06,07:52:27.390,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,92,5.1,12.60,-7,12,-1024,7,0,204,62,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.1
2018-06-06,07:52:27.430,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,92,5.1,12.60,-7,12,-1024,7,0,204,62,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.1
2018-06-06,07:52:27.540,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,92,5.1,12.60,-7,12,-1024,7,0,204,62,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.1
2018-06-06,07:52:27.640,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,96,5.1,12.60,-7,14,-1024,7,0,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.1
2018-06-06,07:52:27.740,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,96,5.1,12.60,-7,12,-1024,7,0,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.1
2018-06-06,07:52:27.840,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,96,5.1,12.60,-7,14,-1024,7,0,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.1
2018-06-06,07:52:27.940,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,96,5.1,12.60,-7,14,-1024,7,0,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.1
2018-06-06,07:52:28.040,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,96,5.1,12.60,-7,12,-1024,7,0,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.1
2018-06-06,07:52:28.140,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,95,5.1,12.60,-7,12,-1024,7,0,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.1
2018-06-06,07:52:28.240,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,95,5.1,12.60,-7,12,-1024,7,0,204,62,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.1
