Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-10-12,17:51:11.040,24.58,4.09,30001,84,4.8,0.0,0,-12,9,-1024,6,-1024,204,-1024,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-10-12,17:51:11.070,24.58,4.09,30001,84,4.8,0.0,0,-12,9,-1024,7,-1024,204,-1024,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-10-12,17:51:11.170,24.58,4.09,10001,84,4.8,0.0,0,-12,8,-1024,6,-1024,204,-1024,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-10-12,17:51:11.270,24.58,4.09,20005,84,4.8,0.0,0,-12,9,-1024,7,-1024,204,-1024,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-10-12,17:51:11.370,24.58,4.09,20005,84,4.8,0.0,0,-12,8,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-10-12,17:51:11.470,24.58,4.09,30005,84,4.8,0.0,0,-12,8,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-10-12,17:51:11.570,24.58,4.09,10005,84,4.8,0.0,0,-10,8,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-10-12,17:51:11.670,24.58,4.09,10005,84,4.8,0.0,0,-10,8,-1024,6,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-10-12,17:51:11.770,24.58,4.09,20005,84,4.8,0.0,0,-10,8,-1024,7,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2019-10-12,17:51:11.870,24.58,4.09,30005,84,4.8,0.0,0,-12,108,-1004,7,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:11.970,24.58,4.09,10005,83,4.8,0.0,0,-12,240,-388,7,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:12.070,24.58,4.09,10005,83,4.8,0.0,0,-32,337,-279,6,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:12.170,24.58,4.09,20005,83,4.8,0.0,0,-66,356,-746,6,-1024,204,-1024,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:12.270,24.57,4.09,30005,83,4.8,0.0,0,-47,380,-355,4,-1024,204,-1024,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:12.370,24.57,4.09,30005,82,4.8,0.0,0,-84,422,-403,-59,-1024,204,-1024,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:12.470,24.50,4.09,10005,82,4.8,0.0,0,-33,403,-587,-79,-1024,204,-1024,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:12.570,24.25,4.09,20005,82,4.8,0.0,0,-15,375,-730,-116,-1024,204,-1024,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:12.670,24.25,4.04,30005,82,4.8,0.0,0,-13,288,-700,-177,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:12.770,24.21,4.02,30005,82,4.8,0.0,0,-46,145,-66,-181,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:12.870,24.10,4.01,10005,80,4.8,0.0,0,-97,77,-250,-139,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:12.970,24.18,4.01,20005,80,4.8,0.0,0,-16,177,-741,-74,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:13.070,24.18,4.03,30005,80,4.8,0.0,0,-13,12,261,-85,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:13.170,24.24,4.04,30005,80,4.8,0.0,0,68,-38,716,-114,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:13.270,23.76,4.04,30005,82,4.8,0.0,0,102,-40,763,-40,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:13.370,23.83,3.95,20005,82,4.8,0.0,0,80,0,762,-40,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:13.470,23.83,3.97,20005,82,4.8,0.0,0,-7,37,66,-80,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:13.570,23.51,3.89,30005,82,4.8,0.0,0,-32,8,-1016,-386,-1024,204,-1024,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:13.670,23.51,3.89,10005,76,4.8,0.0,0,-12,-283,-690,-913,-1024,204,-1024,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:13.770,22.70,3.77,20005,76,4.8,0.0,0,-115,-408,-452,-926,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:13.870,21.97,3.64,20005,76,4.8,0.0,0,-283,-425,145,-674,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:13.970,21.80,3.64,30005,76,4.8,0.0,0,-177,-444,334,-618,-1024,204,-1024,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:14.070,22.29,3.72,10005,76,4.8,0.0,0,-7,-248,138,-550,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:14.170,22.29,3.72,20005,75,4.8,0.0,0,-6,1,1,-323,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:14.270,22.42,3.74,20005,75,4.8,0.0,0,-7,4,-333,-298,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:14.370,22.42,3.71,30005,75,4.8,0.0,0,-80,6,-504,-262,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2019-10-12,17:51:14.470,22.42,3.71,10005,75,4.8,0.0,0,-110,-148,294,-553,-1024,204,-1024,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
