Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-11-25,14:41:14.410,12.50,30002,76,5.1,4.16,-12,8,-1024,10,935,204,-23,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-11-25,14:41:14.490,12.50,10002,76,5.1,4.16,-12,8,-1024,10,933,204,-23,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-11-25,14:41:14.640,12.50,10001,76,5.1,4.16,-13,8,-1024,10,935,204,-23,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-11-25,14:41:14.790,12.50,10005,76,5.1,4.16,-12,6,-1024,10,935,204,-23,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-11-25,14:41:14.990,12.50,20005,76,5.1,4.16,-12,6,-1024,10,933,204,-23,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-11-25,14:41:15.140,12.50,10005,74,5.1,4.16,-12,3,-1024,10,933,204,-23,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-11-25,14:41:15.290,12.50,30005,74,5.1,4.16,-12,4,-1024,10,933,204,-23,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-11-25,14:41:15.440,12.50,10005,74,5.1,4.16,-12,6,-1024,10,935,204,-23,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-11-25,14:41:15.540,12.50,30005,74,5.1,4.16,-13,6,-1024,10,933,204,-23,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2018-11-25,14:41:15.690,12.50,20005,77,5.1,4.16,-13,103,-920,10,933,204,-23,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2018-11-25,14:41:15.840,12.50,30005,77,5.1,4.16,-12,133,-492,10,935,204,-23,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2018-11-25,14:41:16.000,12.50,20005,77,5.1,4.16,-13,198,-82,10,935,204,-23,0,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2018-11-25,14:41:16.150,12.50,20005,77,5.1,4.16,-16,153,-207,33,933,204,-23,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2018-11-25,14:41:16.310,12.50,20005,77,5.1,4.16,-15,282,-338,106,933,204,-23,-1,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
