Date,Time,RSSI(dB),RxBt(V),Fuel(%),Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),VFAS(V),Curr(A),A2(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-05-06,12:26:49.330,69,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.2,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:49.430,69,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.2,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:49.530,69,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.1,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:49.630,69,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:49.730,68,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:49.830,68,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.2,10.4,-10,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:49.930,68,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.2,10.4,-10,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:50.030,68,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.2,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:50.130,65,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.2,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:50.230,65,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.2,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:50.330,65,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.2,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:50.430,65,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.2,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:50.530,65,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.2,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:50.630,66,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.2,10.4,-10,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:50.730,66,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.2,10.4,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:50.830,66,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.2,10.5,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:50.930,66,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.2,10.5,-10,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:51.030,67,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.2,10.5,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:51.130,67,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.2,10.5,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:51.230,67,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.2,10.5,-10,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:51.330,67,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.2,10.5,-10,9,-1024,7,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:51.430,67,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.2,10.5,672,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:51.530,65,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.1,10.5,1024,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:51.630,65,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.5,1024,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:51.730,65,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.2,10.5,1024,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:51.830,65,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.2,10.5,1024,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:51.930,63,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.1,10.5,1024,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:52.030,63,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.1,10.5,926,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:52.130,63,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.5,6,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:52.230,63,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.5,-9,9,-1024,7,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:52.330,63,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.1,10.5,-9,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:52.430,64,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.1,10.5,-9,9,-1024,9,1024,204,-1,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:52.530,64,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.1,10.5,-9,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:52.630,64,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.5,-9,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:52.730,64,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.5,-9,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:52.830,64,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.1,10.5,-7,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:52.930,64,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.2,10.5,-9,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:53.030,64,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.2,10.5,-9,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:53.130,64,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.2,10.5,-9,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:53.230,66,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.2,10.5,-9,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:53.330,66,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.1,10.5,-9,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:53.430,66,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.1,10.5,-9,9,-1024,9,1024,204,-1,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:53.530,66,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.1,10.5,-9,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:53.630,66,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.1,10.5,-9,11,-1024,9,1024,204,-1,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:53.730,66,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.5,-9,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:53.830,66,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.1,10.5,-9,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:53.930,66,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.1,10.5,684,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:54.030,66,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.1,10.5,1024,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:54.130,67,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.1,10.5,1024,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:54.230,67,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.5,1024,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:54.330,67,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.1,10.5,1024,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:54.430,67,4.9,5,0.00,0.00,0.00,0.00,10001,4.12,16.50,0.1,10.5,1024,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:54.530,65,4.9,5,0.00,0.00,0.00,0.00,20001,4.12,16.50,0.1,10.5,1024,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:54.630,65,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.5,1024,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:54.730,65,4.9,5,0.00,0.00,0.00,0.00,30001,4.12,16.50,0.1,10.5,1024,9,-1024,7,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:54.830,65,4.9,5,0.00,0.00,0.00,0.00,10005,4.12,16.50,0.1,10.5,1024,9,-1024,7,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:54.930,65,4.9,5,0.00,0.00,0.00,0.00,10005,4.12,16.50,0.5,10.5,982,9,-1024,7,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:55.030,66,4.9,5,0.00,0.00,0.00,0.00,20005,4.12,16.50,0.9,10.5,-7,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:55.130,66,4.9,5,0.00,0.00,0.00,0.00,20005,4.12,16.50,0.9,10.5,-7,9,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:55.230,66,4.9,5,0.00,0.00,0.00,0.00,30005,4.12,16.50,0.7,10.5,-7,11,-1024,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,7.3
2018-05-06,12:26:55.330,66,4.9,5,0.00,0.00,0.00,0.00,10005,4.12,16.50,0.7,10.5,-7,11,-985,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:55.430,70,4.9,5,0.00,0.00,0.00,0.00,10005,4.12,16.50,0.5,10.5,-9,11,-822,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:55.530,70,4.9,5,0.00,0.00,0.00,0.00,20005,4.12,16.50,0.5,10.5,-7,32,-825,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:55.630,70,4.9,5,0.00,0.00,0.00,0.00,20005,4.12,16.50,0.5,10.5,-9,49,-827,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:55.730,70,4.9,6,0.00,0.00,0.00,0.00,30005,4.12,16.50,1.0,10.5,-7,69,-828,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:55.830,67,4.9,6,0.00,0.00,0.00,0.00,10005,4.12,16.50,1.0,10.5,-9,248,-828,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:55.930,67,4.9,6,0.00,0.00,0.00,0.00,10005,4.12,16.50,1.3,10.5,-9,245,-828,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:56.030,67,4.9,6,0.00,0.00,0.00,0.00,20005,4.12,16.50,1.3,10.5,-9,243,-828,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:56.130,67,4.9,6,0.00,0.00,0.00,0.00,20005,4.12,16.50,3.2,10.5,-9,241,-828,9,1024,204,-1,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:56.230,67,4.9,6,0.00,0.00,0.00,0.00,30005,4.12,16.50,4.9,10.5,-9,106,-828,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:56.330,68,4.9,6,0.00,0.00,0.00,0.00,30005,4.12,16.50,4.9,10.5,-9,64,-828,9,1024,204,-1,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:56.430,68,4.9,6,0.00,0.00,0.00,0.00,10005,4.12,16.50,5.2,10.5,-9,45,-828,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:56.530,68,4.9,6,0.00,0.00,0.00,0.00,20005,4.10,16.50,5.2,10.5,-9,24,-828,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:56.630,68,4.9,7,0.00,0.00,0.00,0.00,20005,4.10,16.40,5.3,10.5,-9,17,-828,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:56.730,68,4.9,7,0.00,0.00,0.00,0.00,30005,4.10,16.40,5.2,10.5,-9,14,-827,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:56.830,68,4.9,7,0.00,0.00,0.00,0.00,10005,4.10,16.40,5.2,10.5,-9,12,-828,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:56.930,68,4.9,7,0.00,0.00,0.00,0.00,10005,4.10,16.40,5.1,10.5,-9,11,-827,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:57.030,68,4.9,7,0.00,0.00,0.00,0.00,20005,4.10,16.40,5.1,10.5,-9,11,-827,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:57.130,68,4.9,7,0.00,0.00,0.00,0.00,20005,4.10,16.40,5.1,10.5,-10,11,-747,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:57.230,69,4.9,7,0.00,0.00,0.00,0.00,30005,4.10,16.40,5.1,10.5,-10,11,-311,9,1024,204,-1,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:57.330,69,4.9,8,0.00,0.00,0.00,0.00,10005,4.10,16.40,5.1,10.5,-27,48,-166,7,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:57.430,69,4.9,9,0.00,0.00,0.00,0.00,10005,4.10,16.30,8.8,10.5,-9,183,-447,7,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:57.530,69,4.9,9,0.00,0.00,0.00,0.00,20005,4.07,16.30,8.8,10.5,-23,104,-473,-41,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:57.630,71,4.9,9,0.00,0.00,0.00,0.00,20005,4.07,16.30,14.3,10.5,-69,17,-366,-105,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:57.730,71,4.9,9,0.00,0.00,0.00,0.00,30005,4.07,16.30,12.7,10.5,-92,-7,-322,-141,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:57.830,71,4.9,10,0.00,0.00,0.00,0.00,30005,4.07,16.30,12.7,10.5,-93,-84,-319,-146,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:57.930,71,4.9,10,0.00,0.00,0.00,0.00,10005,4.05,16.20,12.7,10.5,-109,-151,-228,-54,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:58.030,71,4.9,10,0.00,0.00,0.00,0.00,20005,4.05,16.20,12.7,10.5,-92,-3,-339,6,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:58.130,71,4.9,11,0.00,0.00,0.00,0.00,20005,4.05,16.20,13.9,10.5,-90,3,-365,7,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:58.230,71,4.9,11,0.00,0.00,0.00,0.00,30005,4.05,16.20,13.3,10.5,-72,48,-317,9,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:58.330,71,4.9,11,0.00,0.00,0.00,0.00,30005,4.05,16.20,13.3,10.5,-49,20,-314,10,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:58.430,71,4.9,12,0.00,0.00,0.00,0.00,10005,4.02,16.10,12.0,10.5,-46,104,-282,9,1024,204,-1,-3,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:58.530,67,4.9,12,0.00,0.00,0.00,0.00,20005,4.02,16.10,12.0,10.5,-66,17,-196,-60,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:58.630,67,4.9,13,0.00,0.00,0.00,0.00,20005,4.02,16.10,12.4,10.5,-86,14,-215,-191,1024,204,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:58.730,67,4.9,13,0.00,0.00,0.00,0.00,30005,4.02,16.10,14.6,10.5,-63,12,-217,-192,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:58.830,67,4.9,13,0.00,0.00,0.00,0.00,10005,4.02,16.10,14.6,10.5,-60,11,-217,-37,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:58.930,66,4.9,13,0.00,0.00,0.00,0.00,10005,4.02,16.10,15.9,10.5,-29,11,-258,4,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:59.030,66,4.9,14,0.00,0.00,0.00,0.00,20005,4.02,16.00,15.9,10.5,-9,51,-352,122,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:59.130,66,4.9,15,0.00,0.00,0.00,0.00,20005,4.02,16.00,16.0,10.5,-7,69,-354,126,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:59.230,66,4.9,15,0.00,0.00,0.00,0.00,30005,4.00,16.00,13.4,10.5,48,27,-211,192,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:59.330,66,4.9,15,0.00,0.00,0.00,0.00,10005,4.00,16.00,13.4,10.5,229,24,-120,379,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:59.430,66,4.9,16,0.00,0.00,0.00,0.00,10005,4.00,16.00,13.7,10.5,252,43,-101,403,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:59.530,66,4.9,16,0.00,0.00,0.00,0.00,20005,4.00,16.00,13.7,10.5,52,130,-73,291,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:59.630,66,4.9,17,0.00,0.00,0.00,0.00,20005,4.00,16.00,18.5,10.5,96,43,205,288,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
2018-05-06,12:26:59.730,66,4.9,19,0.00,0.00,0.00,0.00,30005,4.00,16.00,24.0,10.5,165,16,204,411,1024,204,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,7.3
