Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-11-02,19:46:26.770,12.50,20002,99,5.1,0.00,-10,6,-1024,9,-22,204,-13,-1,894,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:26.800,12.50,30002,99,5.1,0.00,-10,6,-1024,9,-22,204,-13,-1,892,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:26.900,12.50,20001,99,5.1,0.00,-10,6,-1024,9,-22,204,-13,-1,890,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:27.000,12.50,30001,96,5.1,0.00,-10,6,-1024,9,-22,204,-13,-1,889,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:27.100,12.50,20001,96,5.1,0.00,-10,8,-1024,9,-22,204,-13,-1,887,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:27.200,12.50,10005,96,5.1,0.00,-10,8,-1024,9,-22,204,-13,-1,887,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:27.300,12.50,30005,96,5.1,0.00,-10,8,-1024,9,-22,204,-13,-1,886,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:27.400,12.50,20005,96,5.1,0.00,-9,8,-1024,9,-22,204,-13,-1,886,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:27.500,12.50,10005,96,5.1,0.00,-10,6,-1024,9,-22,204,-13,-1,886,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:27.600,12.50,30005,96,5.1,0.00,-10,6,-1024,9,-22,204,-13,-1,887,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:27.700,12.60,20005,96,5.1,0.00,-60,6,-1024,10,-22,204,-13,-1,886,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2018-11-02,19:46:27.800,12.60,10005,96,5.1,0.00,-83,6,-1024,10,-22,204,-13,-1,887,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
