Date,Time,VFAS(V),Tmp1(@C),RSSI(dB),RxBt(V),A4(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-09-22,14:19:05.840,10.80,10005,54,4.9,3.80,-158,-188,-155,-202,-940,204,138,0,0,-170,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:05.990,10.80,30005,56,4.9,3.80,-201,-154,-454,-111,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:06.150,10.80,30005,56,4.9,3.80,-198,-178,-495,0,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:06.300,10.80,30005,56,4.9,3.80,-212,-200,-466,-348,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:06.450,10.80,30005,55,4.9,3.80,-206,-251,31,-459,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:06.610,10.80,20005,55,4.9,3.80,-344,-118,396,-104,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:06.760,10.80,30005,55,4.9,3.80,-235,4,268,7,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:06.920,10.80,20005,51,4.9,3.80,-210,178,174,-7,-940,204,138,0,0,-170,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:07.070,10.80,20005,51,4.9,3.80,-90,17,137,-456,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:07.230,10.80,20005,51,4.9,3.80,-178,-58,226,-716,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:07.380,10.80,20005,52,4.9,3.80,-224,-120,279,-748,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:07.530,10.90,10005,52,4.9,3.80,-249,-154,364,-481,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:07.690,10.90,10005,52,4.9,3.80,-44,-86,166,591,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:07.840,10.90,10005,47,4.9,3.80,-4,-205,-234,860,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:08.000,10.90,20005,47,4.9,3.80,-6,-345,-68,776,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:08.150,10.90,20005,47,4.9,3.80,-7,-393,14,687,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:08.300,10.90,10005,60,4.9,3.80,-7,-470,420,661,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:08.460,10.90,10005,60,4.9,3.80,10,-240,462,-251,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:08.610,10.90,10005,52,4.9,3.80,20,-132,483,-825,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:08.770,10.90,10005,52,4.9,3.80,35,-118,488,-619,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:08.920,10.90,10005,52,4.9,3.80,-7,-38,-92,-477,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:09.080,10.90,30005,58,4.9,3.80,-29,-92,-450,-396,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:09.230,10.90,30005,58,4.9,3.80,-72,-37,-79,-7,-940,204,138,0,0,-172,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:09.380,10.80,10005,58,4.9,3.80,-53,543,-127,181,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:09.540,10.80,30005,46,4.9,3.80,9,854,-366,-166,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:09.690,10.80,30005,46,4.9,3.80,233,801,332,-734,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:09.850,10.80,30005,46,4.9,3.80,69,822,228,-503,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:10.020,10.80,10005,44,4.9,3.80,-6,324,-428,81,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:10.180,10.80,20005,44,4.9,3.80,-7,496,-528,606,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:10.340,10.80,20005,44,4.9,3.80,-7,11,-460,259,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:10.500,10.80,20005,46,4.9,3.80,-4,-132,-727,-820,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:10.660,10.80,20005,46,4.9,3.80,-7,-391,-333,-146,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:10.810,10.80,10005,40,4.9,3.80,-7,-334,-927,4,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:10.960,10.80,10005,40,4.9,3.80,-7,-405,-1019,7,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:11.120,10.80,10005,40,4.9,3.80,-6,8,-1020,6,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:11.280,10.80,30005,39,4.9,3.80,-6,3,-1020,-6,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:13.280,11.00,30002,41,4.9,3.80,-9,11,-1017,6,-940,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:13.360,11.00,30002,41,4.9,3.80,-9,11,-1017,6,-940,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:13.460,11.00,10002,39,4.9,3.80,-9,11,-1017,6,-940,204,138,0,0,-174,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:13.620,11.10,20001,39,4.9,3.80,-9,11,-1017,6,-940,204,138,0,0,-174,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:13.730,11.10,20001,39,4.9,3.80,-9,-1000,-1017,-51,-940,204,138,0,0,-174,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:13.900,11.10,20005,44,4.9,3.80,-9,-1002,-1019,-21,-940,204,138,0,0,-174,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:14.060,11.20,10005,44,4.9,3.80,-9,1,-1019,1,-940,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:14.230,11.20,10005,44,4.9,3.80,-9,8,-1019,4,-939,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:14.390,11.20,20005,40,4.9,3.80,-7,9,-1019,6,-940,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:14.540,11.20,20005,40,4.9,3.80,-9,11,-1019,6,-940,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:14.700,11.20,20005,40,4.9,3.80,-7,11,-1019,6,-940,204,138,0,0,-174,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:14.850,11.30,20005,44,4.9,3.80,-7,11,-1017,6,-940,204,138,0,0,-174,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:15.010,11.30,10005,44,4.9,3.80,-9,11,-1017,6,-940,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:15.160,11.30,20005,44,4.9,3.80,-10,11,-1017,6,-940,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:15.310,11.30,20005,44,4.9,3.80,-9,11,-1017,6,-940,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:15.470,11.30,20005,44,4.9,3.80,-9,11,-1017,6,-940,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:15.620,11.40,10005,44,4.9,3.80,-9,11,-1017,6,-940,204,138,0,0,-172,-1,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:15.780,11.40,20005,44,4.9,3.80,-9,11,-1017,6,-940,204,138,0,0,-174,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:16.960,11.40,10002,39,4.9,3.83,-9,11,-1017,6,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:17.120,11.40,20002,39,4.9,3.83,-9,11,-1017,6,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:17.290,11.40,20001,39,4.9,3.83,-9,11,-1017,6,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:17.450,11.40,20001,41,4.9,3.83,-9,11,-1017,3,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:17.610,11.40,20005,41,4.9,3.83,-9,11,-1017,4,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:17.780,11.40,20005,41,4.9,3.83,-9,274,-1017,4,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:17.940,11.40,20005,40,4.9,3.83,-9,599,-1017,102,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:18.090,11.60,10005,40,4.9,3.86,-9,472,-1019,157,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:18.250,11.60,10005,40,4.9,3.86,-7,356,-1017,568,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:18.400,11.60,20005,43,4.9,3.86,-9,277,-982,699,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:18.560,11.60,10005,43,4.9,3.86,-10,195,-943,163,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:18.710,11.60,10005,43,4.9,3.86,-10,332,5,-278,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:18.860,11.60,20005,44,4.9,3.86,-9,474,-217,-69,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:19.020,11.60,20005,44,4.9,3.86,-9,156,-506,-250,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:19.170,11.60,20005,48,4.9,3.86,-110,-296,155,-271,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:19.330,11.60,20005,48,4.9,3.86,-29,9,-614,-200,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:19.480,11.60,20005,48,4.9,3.86,-232,-67,-26,-279,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:19.630,11.60,30005,54,4.9,3.83,-272,-174,-257,-385,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:19.790,11.60,10005,54,4.9,3.83,-315,-123,-420,-518,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:19.940,11.60,20005,54,4.9,3.83,-261,-109,-320,-411,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:20.100,11.60,10005,59,4.9,3.83,-280,-118,-339,-229,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:20.250,11.40,20005,59,4.9,3.80,-254,-1,-461,6,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:20.410,11.40,10005,59,4.9,3.80,-117,6,-614,6,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:20.560,11.40,30005,52,4.9,3.80,-47,8,340,6,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:20.710,11.40,30005,52,4.9,3.80,-150,9,-695,50,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:20.870,11.40,20005,52,4.9,3.80,-87,9,-658,90,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:21.020,11.40,10005,59,4.9,3.80,-13,4,354,53,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:21.180,11.30,20005,59,4.9,3.80,-10,8,-466,33,-940,204,138,0,0,-172,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:21.330,11.30,20005,59,4.9,3.80,-10,-63,-763,56,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:21.480,11.30,20005,58,4.9,3.80,18,-41,340,67,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:21.640,11.30,10005,58,4.9,3.80,-6,-24,-742,184,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:21.790,11.30,10005,60,4.9,3.80,-7,-109,-917,625,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:21.950,11.20,20005,60,4.9,3.80,20,-171,-716,725,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:22.100,11.20,10005,60,4.9,3.80,246,-197,122,703,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:22.250,11.20,10005,56,4.9,3.80,263,-277,73,580,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:22.410,11.20,10005,56,4.9,3.80,139,-280,-608,453,-939,204,138,0,0,-172,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:22.560,11.20,10005,56,4.9,3.80,158,-343,-31,324,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:22.720,11.20,30005,60,4.9,3.80,136,-343,175,48,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:22.870,11.20,10005,60,4.9,3.80,12,-121,179,-458,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:23.020,11.10,10005,60,4.9,3.80,-26,-117,-246,-677,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:23.180,11.10,20005,64,4.9,3.80,-112,-77,-173,-623,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:23.330,11.10,20005,64,4.9,3.80,-120,9,302,-76,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:23.490,11.10,10005,64,4.9,3.80,-35,30,-114,47,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:23.640,11.10,30005,68,4.9,3.80,-70,12,-222,294,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:23.790,11.10,10005,68,4.9,3.80,-38,38,2,288,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:23.950,11.10,30005,68,4.9,3.80,-13,46,74,308,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:24.110,11.00,30005,60,4.9,3.80,-7,75,-217,409,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:24.260,11.00,20005,60,4.9,3.80,92,-44,-431,486,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:24.410,11.00,20005,60,4.9,3.80,268,-214,-334,716,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:24.570,11.00,20005,55,4.9,3.80,308,-447,172,761,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:24.720,11.00,10005,55,4.9,3.80,311,-451,258,744,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:24.870,11.00,20005,55,4.9,3.80,275,-419,257,550,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:25.030,11.00,20005,65,4.9,3.80,244,-345,119,250,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:25.180,10.90,20005,65,4.9,3.80,153,-181,-207,-55,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:25.340,10.90,10005,60,4.9,3.80,-3,-326,236,-679,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:25.490,10.90,30005,60,4.9,3.80,-9,-140,358,-304,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:25.650,10.90,20005,60,4.9,3.80,-29,-103,362,-172,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:25.800,10.90,10005,57,4.9,3.80,-147,8,-277,-163,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:25.960,10.90,10005,57,4.9,3.80,-209,-64,-219,-388,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:26.110,10.90,30005,57,4.9,3.80,-240,-63,-271,-324,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:26.260,10.90,30005,59,4.9,3.80,-263,-24,-490,-251,-939,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:26.420,10.90,30005,59,4.9,3.80,-244,-12,-488,-209,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2019-09-22,14:19:26.570,10.80,30005,59,4.9,3.80,-263,-35,-665,-390,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:26.730,10.80,10005,58,4.9,3.80,-260,-124,-292,-410,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:26.880,10.80,30005,58,4.9,3.80,-346,-232,-96,-480,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:27.040,10.80,10005,58,4.9,3.80,-449,-277,-155,-581,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:27.200,10.80,10005,66,4.9,3.80,-522,-367,-112,-630,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:27.350,10.80,10005,66,4.9,3.80,-531,-365,-171,-624,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:27.500,10.80,10005,66,4.9,3.80,-531,-342,-171,-568,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:27.660,10.80,30005,67,4.9,3.80,-458,-266,98,-408,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:27.810,10.80,30005,67,4.9,3.80,-194,9,-485,-6,-940,204,138,0,0,-174,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
2019-09-22,14:19:27.970,10.80,10005,64,4.9,3.80,-127,11,-1022,1,-940,204,138,0,0,-172,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000030,7.9
