Date,Time,Hdg(@),AccX(g),AccY(g),AccZ(g),Tmp1(@C),A4(V),Curr(A),Fuel(%),RSSI(dB),RxBt(V),VFAS(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-06-08,08:31:41.790,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,95,5.1,12.60,-6,14,-1024,7,-28,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:41.830,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,95,5.1,12.60,-6,14,-1024,7,-28,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:41.930,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,95,5.1,12.60,-6,14,-1024,6,-28,204,61,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:42.030,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,94,5.1,12.60,-6,14,-1024,6,-29,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:42.130,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,94,5.1,12.60,-6,14,-1024,7,-29,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:42.230,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,94,5.1,12.60,-6,14,-1024,7,-29,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:42.330,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,94,5.1,12.60,-6,14,-1024,7,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:42.430,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,94,5.1,12.60,-6,14,-1024,6,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:42.530,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,94,5.1,12.60,-6,14,-1024,6,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:42.630,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,94,5.1,12.60,-6,14,-1024,7,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:42.730,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,94,5.1,12.60,-6,12,-1024,6,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:42.830,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,94,5.1,12.60,-6,12,-1024,6,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:42.930,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,94,5.1,12.60,-6,14,-1024,6,-29,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:43.030,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,94,5.1,12.60,-7,14,-1024,6,-28,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:43.130,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,94,5.1,12.60,-6,14,-1024,7,-29,204,61,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:43.230,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,94,5.1,12.60,114,14,-1024,7,-29,204,61,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:43.330,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,95,5.1,12.60,926,14,-1024,7,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:43.430,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,95,5.1,12.60,1024,16,-1024,-18,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:43.530,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,95,5.1,12.60,1024,14,-1024,-23,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:43.630,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,95,5.1,12.60,1024,14,-1024,4,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:43.730,0.00,0.00,0.00,0.00,30001,4.20,0.0,0,95,5.1,12.60,1024,14,-1024,4,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:43.830,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,96,5.1,12.60,1024,14,-1024,6,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:43.930,0.00,0.00,0.00,0.00,10001,4.20,0.0,0,96,5.1,12.60,1024,14,-1024,6,-28,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:44.030,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,96,5.1,12.60,616,14,-1024,6,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:44.130,0.00,0.00,0.00,0.00,20001,4.20,0.0,0,96,5.1,12.60,-3,14,-1024,7,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:44.230,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,94,5.1,12.60,-3,14,-1024,7,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:44.330,0.00,0.00,0.00,0.00,10005,4.20,0.0,0,94,5.1,12.60,-3,14,-1024,7,-28,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:44.430,0.00,0.00,0.00,0.00,10005,4.20,0.0,0,94,5.1,12.60,-4,12,-1024,7,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004220,8.3
2018-06-08,08:31:44.530,0.00,0.00,0.00,0.00,20005,4.20,0.0,0,94,5.1,12.60,-6,12,-843,134,-29,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:44.630,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,94,5.1,12.60,-4,14,-822,126,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:44.730,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,96,5.1,12.60,-3,14,-825,13,-29,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:44.830,0.00,0.00,0.00,0.00,10005,4.20,0.0,0,96,5.1,12.60,-4,54,-827,-101,-29,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:44.930,0.00,0.00,0.00,0.00,10005,4.20,0.0,0,96,5.1,12.60,-4,51,-828,-26,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:45.030,0.00,0.00,0.00,0.00,20005,4.20,0.0,0,96,5.1,12.60,-4,56,-828,1,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:45.130,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,94,5.1,12.60,-4,91,-828,4,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:45.230,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,94,5.1,12.60,-4,90,-828,4,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:45.330,0.00,0.00,0.00,0.00,10005,4.20,0.0,0,94,5.1,12.60,-4,69,-735,4,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:45.430,0.00,0.00,0.00,0.00,20005,4.20,0.0,0,94,5.1,12.60,-1,29,-425,3,-28,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:45.530,0.00,0.00,0.00,0.00,20005,4.20,0.0,0,94,5.1,12.60,-1,22,-420,-1,-29,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:45.630,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,94,5.1,12.60,13,19,-420,-1,-28,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:45.730,0.00,0.00,0.00,0.00,30005,4.20,0.0,0,94,5.1,12.60,15,16,-423,-4,-29,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:45.830,0.00,0.00,0.00,0.00,10005,4.16,0.0,0,94,5.1,12.50,35,16,-466,-6,-29,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:45.930,0.00,0.00,0.00,0.00,20005,4.16,0.0,0,94,5.1,12.50,37,14,-471,-83,-28,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:46.030,0.00,0.00,0.00,0.00,20005,4.16,0.0,0,95,5.1,12.50,38,14,-450,-102,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:46.130,0.00,0.00,0.00,0.00,30005,4.16,0.0,0,95,5.1,12.50,41,16,-452,-37,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:46.230,0.00,0.00,0.00,0.00,10005,4.16,0.0,0,95,5.1,12.50,41,37,-452,1,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:46.330,0.00,0.00,0.00,0.00,10005,4.16,0.0,0,95,5.1,12.50,75,16,-406,3,-28,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:46.430,0.00,0.00,0.00,0.00,20005,4.16,0.0,0,99,5.1,12.50,96,14,-403,4,-28,204,61,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:46.530,0.00,0.00,0.00,0.00,20005,4.13,0.0,0,99,5.1,12.40,99,16,-403,6,-28,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:46.630,0.00,0.00,0.00,0.00,30005,4.13,0.0,0,99,5.1,12.40,123,35,-403,6,-28,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:46.730,0.00,0.00,0.00,0.00,10005,4.13,0.0,0,99,5.1,12.40,207,33,-403,48,-29,204,62,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:46.830,0.00,0.00,0.00,0.00,10005,4.13,0.0,0,99,5.1,12.40,241,33,-401,97,-29,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:46.930,0.00,0.00,0.00,0.00,20005,4.13,0.0,0,93,5.1,12.40,240,69,-403,152,-28,204,61,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:47.030,0.00,0.00,0.00,0.00,20005,4.13,0.0,0,93,5.1,12.40,240,88,-404,186,-28,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:47.130,0.00,0.00,0.00,0.00,30005,4.10,0.0,0,93,5.1,12.30,238,93,-427,194,-28,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:47.230,0.00,0.00,0.00,0.00,10005,4.10,0.0,0,93,5.1,12.30,238,51,-425,174,-29,204,61,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
2018-06-08,08:31:47.330,0.00,0.00,0.00,0.00,10005,4.10,0.0,0,92,5.1,12.30,235,29,-420,137,-29,204,62,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000004230,8.3
