Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-07-07,10:13:44.940,16.50,4.12,10001,80,4.9,-4,14,-1024,4,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,1,0x0000000000000260,8.2
2018-07-07,10:13:44.970,16.50,4.12,20005,80,4.9,-4,14,-1024,4,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,1,0x0000000000000260,8.2
2018-07-07,10:13:45.070,16.50,4.12,10005,80,4.9,-4,14,-1024,4,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,1,0x0000000000000260,8.2
2018-07-07,10:13:45.170,16.50,4.12,30005,80,4.9,-4,14,-1024,4,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,8.2
2018-07-07,10:13:45.270,16.50,4.12,10005,84,4.9,-4,14,-1024,4,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,8.2
2018-07-07,10:13:45.370,16.50,4.12,30005,84,4.9,-4,14,-1024,4,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,8.2
2018-07-07,10:13:45.470,16.50,4.12,20005,84,4.9,-4,14,-1024,3,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,8.2
2018-07-07,10:13:45.570,16.50,4.12,10005,84,4.9,-4,14,-1024,3,1024,-205,-3,-3,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,8.2
2018-07-07,10:13:45.670,16.50,4.12,20005,84,4.9,-4,14,-1024,4,1024,-205,-3,-3,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,8.2
2018-07-07,10:13:45.770,16.50,4.12,10005,84,4.9,-4,14,-1024,3,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,8.2
2018-07-07,10:13:45.870,16.50,4.12,30005,84,4.9,-3,12,-1024,4,1024,-205,-3,-3,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,8.2
2018-07-07,10:13:45.970,16.50,4.12,20005,84,4.9,-4,14,-1024,4,1024,-205,-3,-3,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,8.2
2018-07-07,10:13:46.070,16.50,4.12,10005,84,4.9,-4,14,-1024,4,1024,-205,-4,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,8.2
2018-07-07,10:13:46.170,16.50,4.12,30005,85,4.9,-4,14,-825,3,1024,-205,-4,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:46.270,16.50,4.12,20005,85,4.9,-126,14,-823,3,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:46.370,16.50,4.12,10005,85,4.9,-6,12,-822,3,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:46.470,16.50,4.12,30005,85,4.9,-6,12,-820,4,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:46.570,16.50,4.12,10005,86,4.9,-4,12,-820,4,1024,-205,-3,-3,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:46.670,16.50,4.12,30005,86,4.9,-4,12,-822,4,1024,-205,-3,-3,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:46.770,16.50,4.12,20005,86,4.9,-4,12,-822,4,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:46.870,16.50,4.12,10005,86,4.9,-4,14,-679,3,1024,-205,-3,-3,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:46.970,16.50,4.12,30005,86,4.9,-6,19,-674,3,1024,-205,-3,-3,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:47.070,16.40,4.10,10005,85,4.9,-6,17,-673,3,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:47.170,16.40,4.10,10005,85,4.9,-4,16,-673,3,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
2018-07-07,10:13:47.270,16.40,4.10,20005,85,4.9,-4,16,-673,3,1024,-205,-3,-1,-3,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000230,8.2
