Date,Time,RSSI(dB),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-01-11,12:29:06.900,87,-15,6,-1024,10,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:29:07.390,101,-15,6,-1024,12,-740,204,-25,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:29:07.890,93,-6,6,-1024,12,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:29:08.390,97,6,-30,-1024,-107,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:29:08.890,89,80,-470,-34,-136,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:09.390,107,60,46,-693,13,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:09.890,102,-41,41,-617,-189,-740,204,-24,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:10.390,93,-56,-13,-304,50,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:10.890,96,43,29,-523,149,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:11.390,89,-52,45,-493,-35,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:11.890,98,-180,-27,-239,-79,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:12.390,88,38,-15,-425,238,-740,204,-25,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:12.890,86,-274,4,-419,-257,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:13.390,86,-10,-95,-488,345,-740,204,-25,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:13.890,72,-169,-1,-408,-49,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:14.390,80,-214,48,-528,10,-740,204,-24,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:14.890,82,-549,-129,-273,-329,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:15.390,84,-471,-112,-368,-251,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:15.890,78,-220,-104,-281,-27,-740,204,-25,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:16.390,90,238,-77,-528,217,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:16.890,68,292,-222,-169,215,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:17.390,71,18,90,-562,293,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:17.890,80,151,0,-323,412,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:18.390,83,97,85,-423,333,-740,204,-24,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:18.890,86,-1,-60,-511,-275,-740,204,-24,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:19.390,91,-23,1,-271,24,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:19.890,94,495,64,-457,571,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:20.390,81,444,-257,-22,126,-740,204,-25,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:20.890,106,356,-251,-471,128,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:21.390,104,311,-271,-344,238,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:21.890,101,140,-146,-206,-48,-740,204,-24,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:22.390,96,-537,-225,-274,-500,-740,204,-24,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:22.890,89,-280,-44,-482,-607,-740,204,-25,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:49.390,100,-15,6,-1024,10,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:29:49.890,99,-15,6,-1024,10,-740,204,-24,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:29:50.390,87,-15,6,-1024,10,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:29:50.890,98,-16,6,-1024,9,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:29:51.390,79,-21,-15,-168,-166,-740,204,-25,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:51.890,93,-241,67,-406,-76,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:52.390,93,329,-74,-439,424,-739,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:52.890,85,416,-225,-277,345,-740,204,-24,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:53.390,97,111,-155,-595,-414,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:53.890,94,51,16,-530,327,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:54.390,89,345,116,-328,406,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:54.890,75,-645,-289,-525,-978,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:55.390,83,75,-43,-268,174,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:55.890,78,-243,190,17,-518,-740,204,-24,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:56.390,81,238,-97,162,800,-740,204,-25,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:29:56.890,78,-360,-317,-930,-444,-740,204,-24,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:30:06.040,66,-15,6,-1024,10,-733,1023,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:30:06.540,89,-16,4,-1024,7,-733,1023,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:30:07.040,80,-4,1,-1024,10,-733,1023,-6,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:30:07.540,81,291,80,-330,206,-733,1023,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:30:08.040,79,-243,46,-1024,-163,-733,1023,-5,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:30:56.650,103,-15,4,-1024,10,-733,1023,-6,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:30:57.140,103,-16,6,-1024,10,-733,1023,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:30:57.640,106,-12,4,-1024,10,-733,1023,-5,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:30:58.140,97,-15,3,-1024,7,-733,1023,-5,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-01-11,12:30:58.640,107,-89,6,-887,-142,-733,1023,-5,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:30:59.140,104,-20,235,-568,33,-733,1023,-5,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:30:59.640,101,-175,-206,-769,-195,-733,1023,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:31:00.140,93,-187,-47,-663,10,-733,1023,-5,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-01-11,12:31:00.640,99,-127,-35,-692,-12,-733,1023,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
