Date,Time,VFAS(V),A4(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-06,20:15:16.490,16.60,4.15,0.0,0,0.00,30002,36,90,4.8,-16,8,-1024,12,-295,204,0,0,0,-1024,788,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:16.980,16.65,4.16,0.0,0,0.00,20005,38,90,4.8,-16,8,-1024,12,-295,204,0,0,0,-1024,788,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:17.480,16.52,4.13,0.0,0,0.00,30005,38,91,4.8,-16,48,-1024,492,-295,204,0,0,0,-1024,788,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:17.980,16.20,4.04,0.0,0,0.00,20005,38,91,4.8,-16,25,-1024,18,-295,204,0,0,0,-1024,788,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:20.850,16.60,4.15,0.0,0,0.00,20002,40,88,4.8,-16,8,-1024,10,-295,204,0,0,0,-1024,788,-1,1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:21.340,16.60,4.15,0.0,0,0.00,10005,40,92,4.8,-18,9,-1024,12,-295,204,0,0,0,-1024,788,-1,1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:21.840,16.59,4.14,0.0,0,0.00,20005,40,92,4.8,-16,451,-1024,12,-295,204,0,0,0,-1024,788,-1,1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:22.340,16.07,4.01,0.0,0,0.00,10005,40,89,4.8,-16,-1007,-1024,13,-295,204,0,0,0,-1024,788,-1,1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:22.840,15.51,3.83,0.0,0,0.00,30005,41,90,4.8,-16,8,-1024,12,-295,204,0,0,0,-1024,788,-1,1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:23.340,15.82,3.96,0.0,0,0.00,20005,41,92,4.8,-16,11,-1024,10,-295,204,0,0,0,-1024,788,-1,1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:23.840,15.67,3.90,0.0,0,0.00,30005,42,92,4.8,-16,129,-1024,774,-295,204,0,0,0,-1024,788,-1,1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:24.340,15.36,3.84,0.0,0,0.00,20005,42,89,4.8,-16,-1,-1024,-668,-295,204,0,0,0,-1024,788,-1,1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,20:15:24.840,15.30,3.83,0.0,0,0.00,10005,42,89,4.8,-16,8,-1024,12,-295,204,0,0,0,-1024,788,-1,1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
