Date,Time,VFAS(V),A4(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-06,22:50:18.280,16.11,4.02,0.0,0,0.00,10002,55,85,4.9,-18,9,-1024,12,-295,204,0,0,0,-1024,800,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,22:50:18.760,16.09,4.02,0.0,0,0.00,30005,55,85,4.9,-16,9,-1024,10,-295,204,-1,0,0,-1024,798,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,22:50:19.260,16.00,4.00,0.0,0,0.00,20005,56,84,4.9,-18,9,-1024,12,-295,204,-1,0,0,-1024,800,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,22:50:19.760,15.95,3.98,0.0,0,0.00,30005,56,81,4.9,-16,45,-1024,-20,-295,204,0,0,0,-1024,798,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,22:50:20.260,15.73,3.93,0.0,0,0.00,20005,56,84,4.9,-16,8,-1024,10,-295,204,0,0,0,-1024,800,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,22:50:20.760,15.53,3.85,0.0,0,0.00,10005,56,79,4.9,-18,11,-1024,209,-295,204,0,0,0,-1024,798,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,22:50:21.260,14.89,3.71,0.0,0,0.00,20005,56,78,4.9,-16,32,-1024,212,-295,204,0,0,0,-1024,798,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,22:50:21.760,14.68,3.66,0.0,0,0.00,10005,56,71,4.9,-18,9,-1024,9,-295,204,0,0,0,-1024,798,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,22:50:22.260,14.90,3.70,0.0,0,0.00,30005,56,79,4.9,6,9,-1024,10,-295,204,-1,0,0,-1024,800,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-02-06,22:50:22.760,14.87,3.71,0.0,0,0.00,20005,56,82,4.9,325,9,-733,12,-295,204,0,0,0,-1024,800,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2020-02-06,22:50:23.260,13.97,3.49,0.0,0,0.00,30005,56,76,4.9,-748,8,-855,10,-295,204,0,0,0,-1024,800,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
