Date,Time,RSSI(dB),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-07,01:17:31.970,0,-16,8,-1024,10,-755,-205,-20,0,0,1,0,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:32.450,0,-16,8,-1024,10,-755,-205,-20,0,0,1,0,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:32.950,0,-15,8,-1024,10,-755,-205,-21,0,0,1,0,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:33.450,0,-15,8,-1024,10,-755,-205,-20,0,0,2,-1,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:33.950,0,-16,8,-1024,10,-755,-205,-20,0,0,1,0,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:34.450,0,-16,8,-1024,10,-755,-205,-20,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:34.950,0,-16,8,-1024,10,-755,-205,-20,0,0,1,0,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:35.450,0,-15,8,-1024,10,-755,-205,-20,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:35.950,0,-16,8,-1024,10,-755,-205,-20,0,0,1,0,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:36.450,0,-15,8,-1024,10,-755,-205,-21,0,0,1,0,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:36.950,0,-16,8,-1024,10,-755,-205,-20,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:37.450,0,-15,8,-1024,10,-755,-205,-20,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:37.950,0,-15,8,-1024,10,-755,-205,-20,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:38.450,0,-15,8,-1024,10,-755,-205,-20,0,0,1,0,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
2019-12-07,01:17:38.950,0,-16,8,-1024,10,-755,-205,-20,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000020,7.9
