Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-08,11:29:59.380,0.00,33,16.67,4.16,0.7,3,10002,65,4.9,-18,11,-1024,10,-496,204,-2,0,0,-984,816,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2020-02-08,11:29:59.860,0.00,33,16.67,4.16,0.5,3,20005,58,4.9,-18,11,-1024,10,-496,204,-2,0,0,-984,816,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2020-02-08,11:30:00.360,0.00,33,16.65,4.16,0.4,3,30005,63,4.9,-18,11,-1024,10,-496,204,-2,0,0,-984,816,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2020-02-08,11:30:00.860,0.00,33,16.63,4.16,0.0,3,20005,60,4.9,-18,9,-1024,10,-496,204,-2,0,0,-984,816,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2020-02-08,11:30:01.360,0.00,33,16.62,4.15,0.5,3,30005,66,4.9,-18,-24,-1024,93,-496,204,-2,0,0,-984,816,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2020-02-08,11:30:01.860,0.00,33,16.60,4.15,0.5,3,20005,68,4.9,-52,-57,-1008,38,-496,204,-2,0,0,-984,816,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2020-02-08,11:30:02.360,0.00,33,16.59,4.14,0.8,3,10005,71,4.9,-166,-49,-754,65,-496,204,-2,0,0,-984,816,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2020-02-08,11:30:02.860,0.00,33,16.57,4.14,0.4,3,20005,62,4.9,-33,11,-631,12,-496,204,-2,0,0,-984,816,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2020-02-08,11:30:03.360,0.00,33,16.52,4.12,0.7,3,10005,62,4.9,-13,12,-476,-24,-496,204,-2,0,0,-984,816,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
2020-02-08,11:30:03.860,0.00,33,16.38,4.09,0.7,3,20005,71,4.9,-10,41,-446,-18,-496,204,-2,0,0,-984,816,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.9
