Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-04-12,17:29:22.070,-16,12,-1024,10,-516,1023,-25,0,0,67,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:22.560,-16,12,-1024,10,-516,1023,-25,0,0,69,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:23.060,-15,12,-1024,10,-515,1023,-25,0,0,67,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:23.560,-16,12,-1024,10,-515,1023,-24,0,0,67,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:24.060,-16,12,-1024,10,-515,1023,-25,0,0,67,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:24.560,-16,353,-1024,18,-516,1023,-25,0,0,67,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:25.060,-16,145,-1024,12,-516,1023,-25,0,0,66,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:25.560,-16,12,-1024,10,-515,1023,-25,0,0,62,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:26.060,-15,12,-1024,10,-516,1023,-25,0,0,60,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:26.560,-15,12,-1024,10,-516,1023,-24,0,0,59,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:27.060,-16,12,-1024,30,-516,1023,-25,0,0,62,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:27.560,-16,12,-1024,10,-516,1023,-25,0,0,60,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:28.060,-16,12,-1024,10,-515,1023,-25,0,0,60,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:28.560,-18,12,-1024,10,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:29.060,-16,51,-1024,10,-515,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:29.560,-16,14,-1024,10,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:30.060,-16,12,-1024,10,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:30.560,-16,48,-1024,10,-515,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:29:31.060,-7,208,-457,-63,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:31.560,-21,-177,-196,9,-516,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:32.060,29,-138,-225,207,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:32.560,12,16,-509,-35,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:33.060,529,-114,-212,782,-515,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:33.560,337,-357,76,427,-515,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:34.060,230,-149,25,692,-515,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:34.560,158,-180,-200,696,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:35.060,96,-215,-241,380,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:35.560,48,-222,-166,24,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:36.060,277,-228,-200,663,-515,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:36.560,278,-334,-123,469,-515,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:37.060,-680,-561,-173,-983,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:37.560,-43,-232,32,-515,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:38.060,281,-43,-435,869,-515,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:38.560,75,-387,-322,-166,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:39.060,292,-111,-69,678,-515,1023,-25,0,0,59,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:39.560,342,-411,-808,482,-515,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:40.060,218,-308,-293,191,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:40.560,80,90,-246,10,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:41.060,395,-80,-417,542,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:41.560,264,12,-371,256,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:42.060,216,-41,-26,357,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:42.560,-175,-556,-26,-613,-516,1023,-24,0,0,59,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:43.060,-317,-248,160,-674,-516,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:43.560,-226,-410,-408,-699,-516,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:44.060,91,-256,-427,499,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:44.560,-16,-64,-200,-351,-516,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:45.060,-187,-117,-150,-505,-516,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:45.560,-315,-502,53,-643,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:46.060,-50,-106,-203,677,-515,1023,-24,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:46.560,-47,-9,-36,-318,-515,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:47.060,-401,-479,290,-741,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:47.560,-312,-453,379,-539,-516,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:48.060,-43,-339,-303,-599,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:48.560,-84,-484,-204,-607,-516,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:49.060,-98,-461,69,-91,-516,1023,-24,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:49.560,-250,-30,-533,-309,-516,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:50.060,-93,-64,-111,9,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:50.560,-13,46,-1016,689,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:51.060,-474,-598,77,-616,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:51.560,-220,293,-952,-494,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:52.060,-12,146,-341,-640,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:52.560,396,-171,-762,640,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:53.060,669,-407,-396,615,-515,1023,-25,0,0,59,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:53.560,-29,4,-598,-337,-516,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:54.060,-198,4,-185,-82,-516,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:54.560,-252,-41,104,-377,-516,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:55.060,243,-254,-206,437,-515,1023,-24,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:55.560,-13,9,-730,-101,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:56.060,740,-274,-219,709,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:56.560,-36,119,-665,-132,-516,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:57.060,-457,-337,-717,-876,-516,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:57.560,-95,-240,-376,3,-516,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:58.060,-264,14,-527,-23,-515,1023,-24,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:58.560,298,-83,-123,530,-515,1023,-24,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:59.060,257,-40,-153,154,-515,1023,-24,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:29:59.560,-33,-69,1,-739,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:00.060,-127,-495,310,-660,-516,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:00.560,-26,-322,-381,-408,-516,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:01.060,-311,-363,-119,-494,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:01.560,-537,-536,264,-789,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:02.060,340,-417,-374,608,-515,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:02.560,21,116,-1024,10,-516,1023,-24,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:30:03.780,-10,11,-1024,9,-515,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
2020-04-12,17:30:04.270,238,611,-311,10,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:04.770,140,-7,194,816,-515,1023,-25,0,0,59,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:05.270,96,-360,-476,129,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:05.770,109,8,-536,55,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:06.270,120,-146,9,12,-515,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:06.770,-221,-468,172,-386,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:07.270,-505,-461,34,-899,-516,1023,-25,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:07.770,-226,-325,-3,-447,-516,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:08.270,-209,-205,-307,7,-516,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:08.770,-309,-209,-446,-551,-516,1023,-25,0,0,59,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:09.270,500,-437,66,689,-515,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:09.770,396,-379,39,677,-515,1023,-25,0,0,58,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:10.270,48,-228,-174,716,-515,1023,-24,0,0,59,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,8.2
2020-04-12,17:30:10.770,-192,-354,-1024,-508,-516,1023,-25,0,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,8.2
