Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-03-13,17:48:51.430,0.00,21,16.74,4.18,1.1,7,30002,75,5.3,-20,11,-1024,12,-1024,1023,-10,0,0,-4,-1007,-1,-1,1,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:16.220,0.00,20,16.58,4.14,1.1,15,30002,72,5.3,-20,11,-1024,12,-1024,1023,-9,0,0,-4,-1007,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:16.710,0.00,21,16.58,4.14,1.2,15,10002,72,5.3,-20,11,-1024,12,-1024,1023,-10,0,0,-4,-1008,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:17.210,0.00,21,16.58,4.14,1.1,16,30002,71,5.3,-20,11,-1024,12,-1024,1023,-10,0,0,-4,-1007,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:17.710,0.00,21,16.59,4.14,1.1,16,20002,77,5.3,-20,11,-1024,13,-1024,1023,-10,0,0,-6,-1007,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:18.210,0.00,21,16.59,4.14,1.1,16,30002,75,5.3,-20,11,-1024,12,-1024,1023,-9,0,0,-4,-1007,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:18.710,0.00,21,16.59,4.14,1.2,16,20002,74,5.3,-20,11,-1024,12,-1024,1023,-9,0,0,-4,-1008,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:19.210,0.00,21,16.59,4.14,1.2,16,10002,73,5.3,-20,11,-1024,13,-1024,1023,-9,0,0,-4,-1007,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:19.710,0.00,22,16.59,4.14,1.1,16,20002,74,5.3,-20,11,-1024,12,-1024,1023,-9,0,0,-4,-1007,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:20.210,0.00,22,16.59,4.14,1.1,17,10002,76,5.3,-20,11,-1024,12,-1024,1023,-10,0,0,-6,-1007,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:20.710,0.00,22,16.59,4.14,1.2,17,30002,74,5.3,-20,11,-1024,12,-1024,1023,-9,0,0,-4,-1007,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:21.210,0.00,22,16.59,4.14,1.1,17,20002,73,5.3,-20,11,-1024,13,-1024,1023,-9,0,0,-6,-1007,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:21.710,0.00,22,16.60,4.15,1.1,17,30002,78,5.3,-20,11,-1024,12,-1024,1023,-9,0,0,-4,-1007,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-13,17:49:22.210,0.00,22,16.60,4.15,1.1,17,20002,75,5.3,-20,11,-1024,12,-1024,1023,-9,0,0,-4,-1008,-1,-1,0,0,-1,-1,-1,-1,0x0000000000000220,8.0
