Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-06-24,20:59:08.520,359.80,35,15.08,3.77,1.1,5,20021,106,5.3,-13,14,-1024,7,-819,1023,-24,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:09.000,359.80,35,15.05,3.76,1.2,6,30025,106,5.3,-13,16,-1024,7,-819,1023,-24,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:09.760,359.80,36,15.01,3.75,1.1,6,20022,107,5.3,-12,14,-1024,7,-819,1023,-24,0,0,-6,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:10.250,359.80,36,15.04,3.76,1.1,6,20022,106,5.3,-12,16,-1024,7,-819,1023,-24,0,0,-6,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:13.270,359.90,36,15.07,3.76,1.1,7,10001,106,5.3,-12,16,-1024,7,-820,1023,-24,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:13.750,359.80,36,15.06,3.76,1.2,7,20025,105,5.3,-13,16,-1024,7,-819,1023,-24,0,0,-6,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:14.250,359.80,36,14.90,3.73,1.2,7,30025,105,5.3,-12,16,-1024,7,-819,1023,-24,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:15.760,359.90,36,14.98,3.74,1.2,8,10025,105,5.3,-12,16,-1024,7,-820,1023,-24,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:16.250,0.10,36,14.94,3.73,1.1,8,10025,106,5.3,-13,16,-1024,7,-819,1023,-24,0,0,-6,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:16.750,0.10,37,14.97,3.74,1.2,8,20025,107,5.3,-13,16,-1024,7,-819,1023,-24,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:17.250,0.10,37,14.98,3.74,1.2,8,20025,106,5.3,-12,16,-1024,7,-819,1023,-24,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:17.760,0.10,38,14.98,3.74,1.2,9,20025,105,5.3,-13,16,-1024,7,-819,1023,-24,0,0,-4,0,-1,-1,-1,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:27.170,0.30,40,15.05,3.76,1.1,12,20002,106,5.3,-12,16,-1024,7,-819,1023,-24,0,0,73,0,-1,-1,0,-1,1,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:27.660,0.40,40,15.05,3.76,1.1,12,20022,106,5.3,-13,16,-1024,7,-819,1023,-24,0,0,73,0,-1,-1,0,-1,1,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:32.430,0.50,40,15.05,3.76,1.1,13,20001,105,5.3,-13,16,-1024,7,-819,1023,-24,0,0,73,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:32.920,0.50,40,15.01,3.75,1.1,14,20025,106,5.3,-13,16,-1024,7,-819,1023,-24,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:33.420,2.70,40,14.84,3.70,1.2,14,30025,105,5.3,-12,16,-1024,7,-819,1023,-24,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:33.920,6.00,41,14.73,3.68,1.1,14,30025,104,5.3,-13,16,-1024,7,-819,1023,-24,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:34.420,2.60,41,14.70,3.67,1.2,14,30025,105,5.3,-12,16,-1024,7,-819,1023,-24,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:34.920,2.50,41,14.83,3.70,1.2,14,10025,105,5.3,-13,16,-1024,7,-819,1023,-24,0,0,74,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:35.420,2.60,41,14.89,3.72,1.3,14,10025,104,5.3,-13,14,-1024,7,-819,1023,-24,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:35.920,2.60,42,14.93,3.73,1.2,15,20025,104,5.3,-13,16,-1024,7,-819,1023,-24,0,0,74,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:36.420,2.60,42,14.94,3.73,1.0,15,20025,105,5.3,-13,16,-1024,7,-819,1023,-24,0,0,73,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
2020-06-24,20:59:36.920,2.70,42,14.95,3.73,1.1,15,30025,105,5.3,-13,16,-1024,7,-819,1023,-24,0,0,74,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.7
