Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-01-12,19:59:48.400,0.00,34,16.71,4.17,0.4,3,10002,84,4.9,-16,4,-1024,10,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-01-12,19:59:48.890,0.00,34,16.72,4.18,0.3,3,20005,88,4.9,-16,4,-1024,9,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-01-12,19:59:49.390,0.00,34,16.72,4.18,0.8,3,10005,89,4.9,-15,4,-1024,4,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-01-12,19:59:49.890,0.00,34,16.71,4.17,0.7,3,30005,90,4.9,-15,4,-1024,9,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-01-12,19:59:50.390,0.00,34,16.73,4.18,0.4,4,10005,85,4.9,-16,8,-579,10,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:50.890,0.00,34,16.60,4.14,0.7,4,30005,81,4.9,-23,8,-584,-3,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:51.390,0.00,35,16.58,4.14,0.8,4,20005,82,4.9,-35,9,-601,6,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:51.890,0.00,35,16.54,4.13,0.8,4,10005,83,4.9,-58,-50,-582,15,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:52.390,0.00,35,16.48,4.12,1.0,4,20005,80,4.9,34,4,-495,3,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:52.890,0.00,35,16.14,4.03,1.1,4,10005,81,4.9,-106,4,-1024,1,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-01-12,19:59:53.390,0.00,34,16.37,4.09,1.2,4,30005,77,4.9,-21,16,-652,4,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:53.890,0.00,34,16.32,4.08,1.5,5,30005,80,4.9,-16,9,-565,71,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:54.390,0.00,35,16.25,4.05,1.6,5,30005,88,4.9,116,209,-565,0,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:54.890,0.00,35,16.29,4.07,0.5,5,20005,80,4.9,40,-18,-593,-21,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:55.390,0.00,35,16.31,4.07,0.8,5,10005,82,4.9,-13,-3,-565,27,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:55.890,0.00,35,16.31,4.08,0.9,5,30005,87,4.9,-15,138,-630,155,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:56.390,0.00,35,16.37,4.09,0.8,5,10005,80,4.9,-15,-1,-565,7,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:56.890,0.00,35,16.47,4.12,1.1,6,30005,75,4.9,-13,90,-552,25,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:57.390,0.00,35,16.40,4.10,0.4,6,10005,83,4.9,-15,82,-625,12,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:57.890,0.00,35,16.37,4.09,0.5,6,30005,80,4.9,-24,-40,-546,27,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:58.390,0.00,35,16.30,4.07,1.5,6,20005,86,4.9,-15,69,-579,6,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:58.890,0.00,35,16.46,4.11,1.4,6,10005,79,4.9,-15,-13,-623,32,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-01-12,19:59:59.390,0.00,35,16.41,4.11,0.6,6,30005,87,4.9,21,14,-619,-15,-1024,1023,0,0,0,-1024,1020,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
