Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-29,09:04:08.990,0.00,29,17.05,4.26,1.1,4,10001,80,5.3,-18,9,-1024,10,-570,204,-19,0,0,-4,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:04:09.470,0.00,29,17.05,4.26,1.2,4,20001,81,5.3,-18,9,-1024,10,-571,204,-19,0,0,-4,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:04:13.090,0.00,31,17.05,4.26,1.2,5,10002,82,5.3,-18,11,-1024,10,-570,204,-19,0,0,-4,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:04:14.190,0.00,31,17.05,4.26,1.2,5,10005,80,5.3,-16,9,-1024,9,-571,204,-19,0,0,-4,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:04:14.680,0.00,31,17.05,4.26,1.1,6,20002,82,5.3,-18,11,-1024,10,-570,204,-19,0,0,-4,-916,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:04:16.840,0.00,32,17.05,4.26,1.1,6,30001,82,5.3,-16,9,-1024,10,-571,204,-19,0,0,-4,-919,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:04:34.740,0.00,36,16.99,4.24,1.1,12,20002,72,5.3,-16,9,-1024,9,-571,204,-19,0,0,-6,-919,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:06:33.410,0.00,64,16.91,4.22,1.1,51,30002,79,5.3,-18,9,-1024,9,-570,204,-19,0,0,70,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:07:30.420,0.00,66,16.82,4.20,1.1,69,10002,80,5.3,-16,11,-1024,10,-570,204,-19,0,0,70,-919,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:07:30.910,0.00,67,16.83,4.20,1.1,69,20001,82,5.3,-16,9,-1024,10,-571,204,-19,0,0,70,-919,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:08:26.570,0.00,66,16.76,4.19,1.1,87,20002,78,5.3,-18,11,-1024,10,-570,204,-19,0,0,69,-922,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:08:27.060,0.00,66,16.77,4.19,1.1,87,30001,76,5.3,-18,11,-1024,10,-571,204,-19,0,0,69,-924,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:09:44.890,0.00,59,16.57,4.14,1.1,113,20002,83,5.3,-16,9,-1024,9,-570,204,-19,0,0,56,-924,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-02-29,09:09:45.380,0.00,59,16.57,4.14,1.2,113,10001,83,5.3,-16,11,-1024,10,-571,204,-19,0,0,56,-922,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
