Date,Time,RSSI(dB),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-11-30,10:14:58.320,75,-15,8,-1024,10,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.4
2019-11-30,10:14:58.810,72,-15,8,-1024,10,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.4
2019-11-30,10:14:59.310,75,-13,8,-1024,10,-1002,1023,-3,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.4
2019-11-30,10:14:59.810,56,-15,8,-1024,10,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.4
2019-11-30,10:15:00.310,74,-13,82,-269,10,-1002,1023,-3,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:00.810,74,-83,-55,-581,-23,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:01.310,90,-147,-81,-44,9,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:01.810,79,6,91,-511,10,-1002,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:02.310,66,144,9,-190,177,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:02.810,76,221,-38,-323,224,-1002,1023,-3,0,0,3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:03.310,76,385,-98,-341,489,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:03.810,47,151,-55,-122,-282,-1001,1023,-3,0,0,4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:04.310,76,-346,-157,-428,-467,-1002,1023,-2,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:04.810,49,-324,-380,-100,-450,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:05.310,74,85,-35,-230,131,-1002,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:05.810,56,-9,62,-403,220,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:06.310,55,-249,-13,-376,-298,-1002,1023,-3,0,0,3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:06.810,47,-7,9,-536,192,-1001,1023,-2,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:07.310,56,286,154,-100,411,-1001,1023,-3,0,0,4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:07.810,75,-9,-109,238,7,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:08.310,71,-166,-188,-9,-438,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:08.810,55,-361,-123,-227,-486,-1002,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:09.310,51,-201,-235,-298,-122,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:09.810,46,-9,-274,314,-130,-1001,1023,-3,0,0,3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:10.310,51,-307,-379,58,220,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:10.810,60,-220,8,-304,-380,-1001,1023,-2,0,0,4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:11.310,45,54,175,-488,570,-1002,1023,-3,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:11.810,55,387,-4,-161,527,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:12.310,54,283,-246,21,456,-1001,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:12.810,54,223,-232,12,397,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:13.310,47,258,-226,-101,391,-1001,1023,-3,0,0,4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:13.810,60,207,-223,-174,79,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:14.310,67,105,-49,-282,68,-1002,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:14.810,46,-4,4,-533,-211,-1001,1023,-2,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:15.310,65,43,8,-371,108,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:15.810,44,258,-205,92,374,-1001,1023,-2,0,0,4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:16.310,54,-83,-74,-273,-248,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:16.810,50,-75,8,-431,7,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:17.310,46,-13,211,-520,-12,-1001,1023,-2,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:17.810,47,-12,9,-314,-121,-1002,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:18.310,53,-36,6,-247,-29,-1002,1023,-3,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:18.810,55,-46,8,-342,-79,-1002,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:19.310,49,-104,-38,-411,7,-1001,1023,-3,0,0,4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:19.810,54,-97,3,-315,-35,-1001,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:20.310,45,-249,-1,-455,-69,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:20.810,49,-620,-214,-427,-486,-1002,1023,-2,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:21.310,44,-181,1,-474,-130,-1002,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:21.810,52,-103,-29,-238,9,-1002,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:22.310,52,89,64,-241,221,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:22.810,60,142,11,-290,200,-1001,1023,-3,0,0,3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:23.310,66,99,79,-387,16,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:23.810,65,-3,22,-290,10,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:24.310,54,-10,-132,155,10,-1002,1023,-2,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:24.810,69,-4,-114,10,9,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:25.310,75,185,6,-504,299,-1002,1023,-3,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:25.810,55,329,-168,-200,463,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:26.310,58,182,-143,-463,-13,-1001,1023,-3,0,0,4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:26.810,45,108,-90,-215,61,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:27.310,61,69,-158,-153,38,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:27.810,66,-143,-15,-409,-327,-1002,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:28.310,71,-304,-107,-384,-261,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:28.810,56,-267,-114,-420,-69,-1002,1023,-2,0,0,4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:29.310,76,-190,-80,-339,4,-1002,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:29.810,68,-98,4,-371,81,-1001,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:30.310,79,-53,4,-338,39,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:30.810,65,-366,-132,-355,-352,-1002,1023,-3,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:31.310,74,-415,-220,-219,-351,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:31.810,58,-24,-80,-49,-59,-1001,1023,-2,0,0,4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:32.310,73,-47,122,-425,-31,-1001,1023,-3,0,0,4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
2019-11-30,10:15:32.810,58,-13,101,-114,39,-1001,1023,-2,0,0,3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.4
