Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-05-23,10:29:41.200,3.40,44,17.04,4.26,1.1,16,10002,47,5.3,-16,12,-1020,10,145,1023,-27,0,0,-541,940,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-05-23,10:29:53.950,3.90,46,17.03,4.25,1.1,20,10002,49,5.3,-18,12,-1020,10,144,1023,-26,0,0,-541,940,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-05-23,10:30:01.650,4.30,47,17.04,4.26,1.2,22,10002,50,5.3,-18,12,-1020,10,-987,1023,-26,0,0,-541,940,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-05-23,10:31:22.760,307.00,52,16.86,4.21,1.2,49,30002,56,5.3,-18,12,-1019,12,-987,1023,-26,0,0,-541,941,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-05-23,10:38:13.140,21.60,33,15.87,3.96,1.2,32,30002,31,5.3,-16,12,-1020,12,-987,1023,-27,0,0,-1024,942,-1,1,0,-1,1,-1,-1,-1,0x0000000000000230,8.1
2020-05-23,10:38:13.630,21.60,34,15.87,3.96,1.2,32,30022,28,5.3,-16,14,-1020,10,-987,1023,-27,0,0,-1024,942,-1,1,0,-1,1,-1,-1,-1,0x0000000000000230,8.1
2020-05-23,10:38:20.090,21.90,36,15.92,3.98,1.1,34,10002,31,5.3,-18,12,-1020,12,-987,1023,-27,0,0,-1024,942,-1,1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-05-23,10:40:38.500,76.60,52,15.97,3.99,1.1,80,20002,54,5.3,-18,12,-1022,12,-1024,1023,-27,0,0,-1024,942,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2020-05-23,10:42:45.170,277.50,53,15.56,3.88,1.1,122,30002,47,5.3,-18,12,-1022,10,-1024,1023,-26,0,0,-1024,941,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-05-23,10:43:40.220,323.50,50,15.47,3.86,1.1,140,20002,59,5.3,-18,14,-1024,10,-1024,1023,-26,0,0,-1024,942,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-05-23,10:44:25.620,340.20,52,15.42,3.85,1.1,156,20002,50,5.3,-18,14,-1024,10,-1024,1023,-27,0,0,-1024,941,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-05-23,10:45:36.790,351.80,49,15.32,3.83,1.2,179,10002,57,5.3,-18,14,-1024,12,-1024,1023,-27,0,0,-1024,941,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
