Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-01-21,21:32:26.450,0.00,22,16.75,4.18,0.6,14,20002,64,4.9,-15,8,-1024,9,-1024,614,-2,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-01-21,21:32:26.940,0.00,22,16.76,4.19,0.6,14,30005,61,4.9,-16,8,-1024,9,-1024,614,-2,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-01-21,21:32:27.440,0.00,23,16.78,4.19,1.2,14,20005,67,4.9,3,6,-1024,7,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-01-21,21:32:27.940,0.00,23,16.75,4.18,0.7,14,10005,65,4.9,-12,8,-1024,9,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-01-21,21:32:28.440,0.00,23,16.76,4.19,0.2,14,30005,63,4.9,-13,35,-1024,-76,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-01-21,21:32:28.940,0.00,23,16.76,4.18,0.7,14,20005,65,4.9,61,-33,-398,-37,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-01-21,21:32:29.440,0.00,23,16.63,4.16,1.1,14,30005,61,4.9,18,132,-793,7,-1024,614,-2,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-01-21,21:32:29.940,0.00,23,16.49,4.11,1.4,15,20005,56,4.9,6,54,-1024,6,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-01-21,21:32:30.440,0.00,23,16.23,4.05,0.9,15,10005,64,4.9,-21,3,-1024,39,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-01-21,21:32:30.940,0.00,23,16.06,4.05,1.0,15,30005,59,4.9,-44,-126,-522,128,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-01-21,21:32:31.440,0.00,23,16.35,4.08,1.1,15,10005,61,4.9,-30,90,-527,-46,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-01-21,21:32:31.940,0.00,23,16.46,4.11,1.2,15,30005,62,4.9,-6,161,-542,-9,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-01-21,21:32:32.440,0.00,23,16.39,4.09,0.8,15,20005,55,4.9,-184,8,467,10,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-01-21,21:32:32.940,0.00,23,15.80,3.96,0.9,16,30005,60,4.9,37,-235,-830,6,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-01-21,21:32:33.440,0.00,23,16.21,4.05,1.2,16,20005,54,4.9,35,67,-620,-38,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-01-21,21:32:33.940,0.00,23,16.34,4.07,1.5,16,10005,54,4.9,-93,61,362,12,-1024,614,-2,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-01-21,21:32:34.440,0.00,22,15.84,3.96,1.4,16,30005,53,4.9,49,-181,-506,70,-1024,614,-2,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
2020-01-21,21:32:34.940,0.00,22,16.19,4.04,1.4,16,20005,68,4.9,57,227,-520,340,-1024,614,-1,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.0
