Date,Time,VFAS(V),A4(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-06-09,07:07:27.990,0.00,0.00,0.0,0,0.00,0,0,77,4.6,-13,14,-1024,9,-480,1023,160,0,0,-4,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.6
2020-06-09,07:07:52.500,0.00,0.00,0.0,0,0.00,0,0,81,4.4,-13,14,-1024,9,-831,1023,160,0,0,-4,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-06-09,07:07:52.990,0.00,0.00,0.0,0,0.00,0,0,78,4.4,-13,14,-1024,9,-830,1023,160,0,0,-3,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-06-09,07:07:53.490,0.00,0.00,0.0,0,0.00,0,0,78,4.4,-13,14,-1024,9,-831,1023,160,0,0,-4,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-06-09,07:07:58.650,0.00,0.00,0.0,0,0.00,0,0,77,4.5,-13,14,-1024,10,-830,1023,160,0,0,-4,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-06-09,07:07:59.140,0.00,0.00,0.0,0,0.00,0,0,78,4.5,-13,14,-1024,9,-830,1023,160,0,0,-4,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-06-09,07:08:04.910,0.00,0.00,0.0,0,0.00,0,0,81,4.5,-13,14,-1024,9,-830,1023,160,0,0,-4,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-06-09,07:08:05.400,0.00,0.00,0.0,0,0.00,0,0,79,4.5,-13,14,-1024,9,-830,1023,160,0,0,-4,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-06-09,07:08:05.900,0.00,0.00,0.0,0,0.00,0,0,78,4.4,-23,14,-1024,9,-830,1023,160,0,0,-3,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.5
2020-06-09,07:08:06.400,0.00,0.00,0.0,0,0.00,0,0,80,4.4,-448,14,-966,9,-830,1023,160,0,0,-4,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-06-09,07:08:06.900,0.00,0.00,0.0,0,0.00,0,0,78,4.4,-10,14,-963,9,-830,1023,160,0,0,-4,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
2020-06-09,07:08:07.400,0.00,0.00,0.0,0,0.00,0,0,76,4.4,-15,14,-965,9,-830,1023,160,0,0,-4,903,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,7.5
