Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-01-07,22:15:04.740,0.00,0.00,0,0,0.0,0.0,0,0.00,0,-13,4,-1024,9,-15,1023,-25,0,0,-793,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-01-07,22:15:05.220,0.00,0.00,0,0,0.0,0.0,0,0.00,0,-13,4,-1024,9,-15,1023,-26,0,0,-793,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-01-07,22:15:09.330,0.00,0.00,0,0,0.0,0.0,0,0.00,0,-13,4,-1024,9,-15,1023,-25,0,0,-793,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-01-07,22:15:09.820,0.00,0.00,0,0,0.0,0.0,0,0.00,0,-15,4,-1024,9,-15,1023,-25,0,0,-793,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-01-07,22:15:10.320,0.00,0.00,0,0,0.0,0.0,0,0.00,0,-13,4,-1024,9,-15,1023,-25,0,0,-791,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-01-07,22:24:42.600,10.05,3.35,0.5,9,0.00,10001,52,73,4.8,-15,4,-1024,9,-1024,1023,-26,0,0,-978,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:24:43.100,10.07,3.35,0.4,9,0.00,20005,52,73,4.8,-15,4,-1024,9,-1024,1023,-26,0,0,-980,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:24:43.600,9.93,3.31,0.4,9,0.00,10005,52,71,4.8,-15,4,-1024,9,-1024,1023,-26,0,0,-980,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:24:44.100,9.88,3.28,0.4,9,0.00,30005,52,75,4.8,-15,4,-1024,21,-1024,1023,-26,0,0,-980,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:24:44.600,9.65,3.21,0.4,9,0.00,20005,52,74,4.8,-15,4,-1024,15,-1024,1023,-26,0,0,-980,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:24:45.100,8.94,2.96,0.4,9,0.00,30005,52,73,4.8,-15,0,-1024,-40,-1024,1023,-26,0,0,-980,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:24:45.600,8.84,2.94,0.4,9,0.00,20005,52,73,4.8,-15,-197,-1024,9,-1024,1023,-26,0,0,-980,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:24:46.100,8.53,2.84,0.7,9,0.00,30005,52,74,4.8,-15,4,-1024,9,-1024,1023,-26,0,0,-980,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:27:37.910,10.40,3.47,0.3,36,0.00,30002,59,72,4.8,-15,4,-1024,9,-1024,1023,-26,0,0,-978,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:27:38.400,10.43,3.47,0.4,36,0.00,10005,59,72,4.8,-15,4,-1024,9,-1024,1023,-25,0,0,-978,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:27:38.900,10.32,3.44,0.3,36,0.00,20005,59,74,4.8,-15,994,-1024,10,-1024,1023,-26,0,0,-978,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:27:39.400,9.71,3.23,0.8,36,0.00,20005,59,70,4.8,-13,8,-1024,9,-1024,1023,-26,0,0,-980,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:27:39.900,9.81,3.27,0.7,36,0.00,30005,59,74,4.8,-15,11,-1024,9,-1024,1023,-26,0,0,-978,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:27:40.400,9.95,3.31,0.5,36,0.00,10005,59,73,4.8,-13,64,-1024,7,-1024,1023,-26,0,0,-980,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:27:40.900,9.40,3.13,0.8,36,0.00,30005,59,72,4.8,-15,435,-1024,9,-1024,1023,-26,0,0,-978,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:27:41.400,9.13,3.04,0.8,36,0.00,20005,59,75,4.8,-13,11,-1024,9,-1024,1023,-26,0,0,-980,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:27:41.900,9.17,3.07,0.7,36,0.00,10005,59,73,4.8,-15,6,-1024,9,-1024,1023,-26,0,0,-980,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:32:53.410,10.19,3.39,0.5,1,0.00,30002,46,86,4.8,-13,6,-1024,9,-1024,1023,-26,0,0,-978,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:32:53.900,10.18,3.39,0.6,2,0.00,10005,47,83,4.8,-13,6,-1024,9,-1024,1023,-26,0,0,-980,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:38:59.750,0.00,0.00,0.0,0,0.00,0,0,89,4.9,-13,6,-1024,9,-740,1023,-26,0,0,-980,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:39:00.240,0.00,0.00,0.0,0,0.00,0,0,87,4.9,-13,6,-1024,9,-739,1023,-26,0,0,-980,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:39:00.850,0.00,0.00,0.0,0,0.00,0,0,87,4.9,-15,6,-1024,9,-740,1023,-26,0,0,-980,1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:40:56.310,10.48,3.49,0.7,3,0.00,10002,52,92,4.8,-15,6,-1024,9,-739,1023,-26,0,0,-978,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:40:56.800,10.46,3.48,0.7,4,0.00,20005,53,96,4.8,-15,6,-1024,9,-740,1023,-26,0,0,-980,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
2020-01-07,22:40:57.300,10.31,3.44,0.5,4,0.00,10005,53,97,4.8,-15,6,-1024,9,-740,1023,-26,0,0,-978,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
