Date,Time,VFAS(V),A4(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-05-30,09:40:56.780,24.93,4.15,0.6,8,0.00,20002,32,50,4.8,-16,12,-1024,9,-1024,1023,-3,0,0,-4,968,-1,-1,0,-1,0,1,-1,-1,0x0000000000000220,7.9
2020-05-30,09:42:22.060,24.74,4.12,0.5,24,0.00,10002,45,53,4.8,-15,12,-1024,9,-1024,1023,-3,0,0,-4,968,-1,-1,0,-1,0,1,-1,-1,0x0000000000000220,7.9
2020-05-30,09:54:33.180,24.86,4.14,0.7,32,0.00,30002,45,55,4.8,-15,14,-1024,9,-1024,1023,-3,0,0,74,957,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.9
2020-05-30,10:09:14.070,24.94,4.15,0.7,4,0.00,30002,31,58,4.8,-15,14,-1024,9,-1024,1023,-2,0,0,58,954,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2020-05-30,10:09:23.530,24.93,4.15,1.0,4,0.00,20005,33,55,4.8,-15,12,-1024,9,-1024,1023,-3,0,0,58,952,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2020-05-30,10:09:29.580,24.93,4.15,0.9,8,0.00,20002,35,55,4.8,-15,14,-1024,9,-1024,1023,-2,0,0,57,954,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2020-05-30,10:24:33.210,24.92,4.15,0.7,8,0.00,10002,36,57,4.7,-15,12,-1024,10,-1024,1023,-2,0,0,72,950,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2020-05-30,10:32:18.440,24.91,4.15,0.6,8,0.00,30002,37,53,4.7,-15,12,-1024,9,-1024,1023,-2,0,0,72,947,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2020-05-30,10:43:57.260,0.00,0.00,0.0,0,0.00,0,0,73,4.4,-16,12,-1024,10,-1024,1023,-2,0,0,72,945,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-05-30,10:43:58.000,0.00,0.00,0.0,0,0.00,0,0,74,4.4,-16,12,-1024,10,-1024,1023,-2,0,0,72,945,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-05-30,10:43:58.700,0.00,0.00,0.0,0,0.00,0,0,73,4.4,-16,12,-1024,10,-1024,1023,-2,0,0,72,945,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.7
2020-05-30,10:44:14.720,0.00,0.00,0.0,0,0.00,0,0,76,4.4,-16,14,-1024,10,-1024,1023,-2,0,0,72,940,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.8
2020-05-30,10:44:15.520,0.00,0.00,0.0,0,0.00,0,0,78,4.4,-18,12,-1024,9,-1024,1023,-2,0,0,72,940,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.8
2020-05-30,10:44:16.620,0.00,0.00,0.0,0,0.00,0,0,74,4.4,-16,12,-1024,10,-1024,1023,-2,0,0,72,940,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000900,7.8
2020-05-30,10:44:17.120,0.00,0.00,0.0,0,0.00,0,0,78,4.4,-16,12,-1024,10,-1024,1023,-2,0,0,72,940,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.8
2020-05-30,10:45:47.390,24.80,4.13,1.0,4,0.00,10002,32,57,4.7,-16,12,-1024,10,-1024,1023,-2,0,0,64,945,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
2020-05-30,10:46:07.140,24.77,4.13,0.9,8,0.00,10002,37,59,4.7,-16,12,-1024,9,-1024,1023,-2,0,0,63,945,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.8
