Date,Time,VFAS(V),A4(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-06-24,07:33:09.040,16.58,4.14,0.0,0,0.00,20001,45,106,4.8,-13,14,-1024,9,-378,1023,276,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:09.530,16.57,4.14,0.0,0,0.00,10005,45,104,4.8,-13,12,-1024,7,-378,1023,276,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:10.030,16.57,4.14,0.0,0,0.00,30005,45,99,4.8,-13,12,-1024,7,-378,1023,276,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:10.530,16.57,4.14,0.0,0,0.00,20005,45,97,4.8,-13,12,-1024,9,-378,1023,276,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:11.030,16.57,4.14,0.0,0,0.00,30005,45,100,4.8,-13,12,-1024,7,-378,1023,276,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:11.530,16.57,4.14,0.0,0,0.00,20005,45,104,4.8,-15,12,-1024,9,-378,1023,276,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:12.030,16.56,4.14,0.0,0,0.00,30005,45,104,4.8,-15,12,-1024,7,-378,1023,276,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:12.530,16.57,4.14,0.0,0,0.00,30005,45,102,4.8,-13,12,-1024,7,-378,1023,276,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:13.040,16.57,4.14,0.0,0,0.00,20005,45,101,4.8,-13,14,-1024,9,-378,1023,276,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:13.540,16.57,4.14,0.0,0,0.00,30005,45,101,4.8,-13,14,-1024,9,-378,1023,276,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:14.040,16.57,4.14,0.0,0,0.00,20005,45,104,4.8,-13,12,-1024,7,-378,1023,275,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:14.540,16.56,4.14,0.0,0,0.00,30005,45,96,4.8,-13,14,-1024,7,-378,1023,276,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:15.040,16.56,4.14,0.0,0,0.00,30005,45,100,4.8,-15,14,-1024,7,-378,1023,276,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:15.540,16.56,4.14,0.0,0,0.00,20005,45,101,4.8,-13,12,-1024,9,-378,1023,275,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:16.040,16.56,4.14,0.0,0,0.00,30005,45,102,4.8,-13,12,-1024,7,-378,1023,276,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:16.540,16.56,4.14,0.0,0,0.00,20005,45,106,4.8,-13,12,-1024,7,-378,1023,276,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:17.040,16.56,4.14,0.0,0,0.00,10005,46,102,4.8,-13,12,-1024,7,-378,1023,275,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:17.540,16.56,4.14,0.0,0,0.00,30005,46,102,4.8,-15,12,-1024,7,-378,1023,276,0,0,-6,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:33:18.040,16.56,4.14,0.0,0,0.00,20005,46,102,4.8,-13,14,-1024,9,-378,1023,276,0,0,-4,-1,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:34:02.570,16.57,4.14,0.0,0,0.00,20001,51,104,4.8,-13,14,-1024,7,-919,1023,275,0,0,77,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:34:03.060,16.57,4.14,0.0,0,0.00,10005,51,107,4.8,-13,14,-1024,7,-919,1023,276,0,0,77,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:34:03.560,16.57,4.14,0.0,0,0.00,30005,51,108,4.8,-13,12,-1024,9,-919,1023,276,0,0,76,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,07:34:04.060,16.56,4.14,0.0,0,0.00,20005,51,104,4.8,-13,14,-1024,7,-919,1023,276,0,0,76,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-24,20:35:31.390,16.55,4.13,0.0,0,0.00,30001,52,75,4.7,-12,16,-1024,6,-820,1023,-25,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.7
