Date,Time,RSSI(dB),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-01,20:33:06.260,105,-13,9,-1024,12,-717,1023,-20,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.9
2019-12-01,20:33:06.750,106,-13,9,-1024,10,-717,1023,-20,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.9
2019-12-01,20:33:07.250,105,-13,9,-1024,10,-716,1023,-20,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2019-12-01,20:33:28.610,106,-13,11,-1024,10,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2019-12-01,20:33:29.100,106,-13,11,-1024,12,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2019-12-01,20:33:29.600,103,-13,9,-1024,16,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2019-12-01,20:33:30.100,105,-13,11,-1024,12,-717,204,-19,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2019-12-01,20:33:30.600,105,-294,0,-100,-343,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:31.100,108,-10,27,-569,1,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:31.600,99,202,-35,-388,333,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:32.100,94,199,4,-415,-149,-716,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:32.600,85,373,48,-373,149,-717,204,-19,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:33.100,87,610,-297,-104,438,-716,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:33.600,88,368,-160,-141,340,-717,204,-19,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:34.100,88,-174,-229,-365,-428,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:34.600,53,-269,-194,-420,12,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:35.100,72,-76,20,-284,336,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:35.600,93,-223,54,-144,-324,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:36.100,93,-263,16,-398,-301,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:36.600,104,-378,-288,-300,-357,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:37.100,104,-106,-245,-80,197,-717,204,-19,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:37.600,95,66,11,-66,343,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:38.100,82,-267,-209,-430,-674,-717,204,-19,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:38.600,86,-349,-81,-277,9,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:39.100,87,-472,-212,-106,-438,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:39.600,72,-123,24,6,-18,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:40.100,74,-327,-94,-403,-632,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:40.600,86,-449,-309,-84,-514,-717,204,-19,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:41.100,89,79,-69,-287,379,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:41.600,80,-40,64,29,-208,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:42.100,91,-237,51,-363,-85,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:42.600,99,-378,-183,-233,-276,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:43.100,103,-628,-163,-104,-453,-717,204,-19,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:43.600,90,-560,-300,-77,-399,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:44.100,92,-146,-138,-209,3,-716,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:44.600,93,-10,53,-114,67,-716,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:33:45.100,86,21,59,-38,430,-716,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:12.060,82,-13,11,-1024,12,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2019-12-01,20:34:12.550,81,-13,11,-1024,12,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2019-12-01,20:34:13.050,90,-12,11,-1024,12,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2019-12-01,20:34:13.550,91,-13,9,-1024,12,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2019-12-01,20:34:14.050,93,-12,9,-1024,12,-717,204,-19,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2019-12-01,20:34:14.550,90,-12,9,-1024,12,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2019-12-01,20:34:15.050,92,-12,88,39,-76,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:15.550,93,-12,125,-358,140,-716,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:16.050,99,-212,-123,-514,-189,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:16.550,83,-384,-259,-65,-334,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:17.050,80,-326,-13,-257,21,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:17.550,85,75,11,-53,548,-716,204,-19,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:18.050,76,-303,-148,-215,-51,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:18.550,72,-412,-146,-227,-197,-717,204,-19,0,0,-3,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:19.050,84,57,-38,-107,308,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:19.550,95,-284,9,-428,-380,-717,204,-19,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
2019-12-01,20:34:20.050,98,-391,-74,-100,-261,-717,204,-19,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.0
