Date,Time,VFAS(V),A4(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-03-13,17:01:59.860,16.48,4.12,1.1,3,0.00,20002,38,81,5.1,-18,9,-1024,12,-1024,1023,-27,0,0,-4,-1024,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000920,8.0
2020-03-13,17:02:00.050,16.48,4.12,0.5,3,0.00,10002,38,81,5.1,-18,11,-1024,12,-1024,1023,-27,0,0,-3,-1024,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,8.0
2020-03-13,17:23:46.320,16.49,4.12,0.5,2,0.00,30001,39,74,5.1,-16,9,-1024,12,-1024,1023,-19,0,0,-4,-1024,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-03-13,17:23:48.330,16.47,4.11,0.6,2,0.00,10002,39,68,5.1,-18,9,-1024,10,-1024,1023,-19,0,0,-4,-1024,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-03-13,17:23:51.240,16.47,4.12,0.6,3,0.00,10002,39,74,5.1,-18,11,-1024,12,-1024,1023,-19,0,0,-4,-1024,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,8.0
2020-03-13,17:23:52.790,16.47,4.11,0.6,3,0.00,30002,40,71,5.1,-18,11,-1024,12,-1024,1023,-19,0,0,-4,-1024,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-03-13,17:24:59.720,16.43,4.10,0.8,3,0.00,30005,42,75,4.9,-18,11,-1024,10,-1024,1023,-19,0,0,-4,-1024,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-03-13,17:25:00.210,16.43,4.11,0.9,3,0.00,10002,42,72,4.9,-16,11,-1024,12,-1024,1023,-19,0,0,-4,-1024,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-03-13,17:25:00.710,16.44,4.11,0.5,3,0.00,30002,42,76,4.9,-16,11,-1024,12,-1024,1023,-19,0,0,-4,-1024,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
2020-03-13,17:25:03.320,16.44,4.11,0.4,4,0.00,10001,43,75,4.9,-18,11,-1024,12,-1024,1023,-19,0,0,-4,-1024,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.0
