Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-01-20,00:03:09.650,-15,8,-1024,9,-1024,204,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:10.130,-16,8,-1024,9,-1024,204,-4,0,0,985,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:10.630,-16,8,-1024,9,-1024,204,-4,0,0,985,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:11.130,-15,8,-1024,9,-1024,204,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:11.630,-15,9,-1024,9,-1024,204,-4,0,0,985,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:12.130,-15,8,-1024,9,-1024,204,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:12.630,-15,8,-1024,9,-1024,204,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:13.130,-15,8,-1024,9,-1024,204,-4,0,0,985,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:13.630,-15,8,-1024,10,-1024,614,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:14.130,-16,8,-1024,9,-1024,614,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:14.630,-16,8,-1024,6,-1024,614,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:15.130,-16,17,-1024,9,-1024,614,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:15.630,-15,9,-1024,9,-1024,614,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:16.130,-16,12,-1024,9,-1024,614,-4,0,0,985,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:16.630,1,8,-1024,48,-1024,614,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:17.130,-15,8,-1024,9,-1024,614,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:17.630,-18,4,-1024,9,-1024,614,-4,0,0,985,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:18.130,-15,6,-1024,10,-1024,614,-4,0,0,984,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:18.630,-16,8,-1024,9,-1024,614,-4,0,0,985,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000020,7.5
2020-01-20,00:03:19.130,51,396,-44,-68,-1024,614,-4,0,0,985,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000030,7.5
