Date,Time,RSSI(dB),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-11-09,10:20:52.840,100,-13,8,-1024,10,-105,204,-1,0,0,-1019,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.4
2019-11-09,10:20:53.340,100,-13,8,-1024,9,-105,204,-1,0,0,-1020,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.4
2019-11-09,10:20:53.840,112,-12,9,-1024,9,-105,204,-1,0,0,-1019,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000920,7.4
2019-11-09,11:05:42.000,108,-13,9,-1024,9,-105,204,-1,0,0,-1017,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.2
2019-11-09,11:05:43.950,107,-13,9,-1024,9,-105,204,-2,0,0,-1017,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.2
2019-11-09,11:05:44.450,104,-13,9,-1024,9,-105,204,-1,0,0,-1017,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.2
2019-11-09,11:05:44.950,95,-13,8,-1024,10,-105,204,-2,0,0,-1017,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.2
2019-11-09,11:05:45.450,95,-13,9,-1024,9,-105,204,-1,0,0,-1017,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.2
2019-11-09,11:05:45.950,104,-12,8,-1024,9,-105,204,-1,0,0,-1017,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,8.2
2019-11-09,11:05:46.450,106,-7,-95,-249,-41,-105,204,-1,0,0,-1017,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.2
2019-11-09,11:05:46.950,112,-10,48,-130,10,-105,204,-1,0,0,-1017,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.2
2019-11-09,11:05:47.450,105,331,11,-492,302,-105,204,-2,0,0,-1019,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.2
2019-11-09,11:05:47.950,89,398,-118,-241,281,-105,204,-1,0,0,-1017,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.2
