Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-11-19,23:11:40.650,24.78,4.13,30002,83,4.8,0.1,2,0.00,41,-15,8,-1024,12,364,204,-10,0,0,-578,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2019-11-19,23:11:41.200,24.78,4.13,10005,84,4.8,0.1,2,0.00,41,-16,8,-1024,12,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2019-11-19,23:11:41.750,24.75,4.12,20005,81,4.8,0.2,2,0.00,41,-15,6,-1024,13,364,204,-10,0,0,-578,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2019-11-19,23:11:42.330,24.75,4.12,30005,81,4.8,0.2,2,0.00,41,-16,8,-1024,12,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2019-11-19,23:11:42.890,24.76,4.12,20005,83,4.8,0.2,2,0.00,41,-15,11,-1012,12,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:43.460,24.76,4.12,30005,83,4.8,0.2,2,0.00,41,-15,164,-509,13,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:44.030,24.62,4.10,10005,84,4.8,4.6,3,0.00,41,-38,40,-295,-51,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:44.570,24.38,4.06,10005,78,4.8,6.5,3,0.00,42,6,12,-435,9,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:45.110,24.33,4.05,20005,74,4.8,4.7,3,0.00,42,-9,9,-415,-20,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:45.640,24.36,4.05,30005,72,4.8,5.2,6,0.00,41,329,9,-393,322,365,204,-11,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:46.180,24.31,4.05,10005,70,4.8,6.6,6,0.00,41,212,-84,-328,441,365,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:46.720,24.22,4.03,20005,76,4.8,10.3,7,0.00,41,-10,3,-466,81,365,204,-11,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:47.250,24.17,4.02,30005,69,4.8,4.0,8,0.00,41,34,6,-339,77,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:47.790,24.14,4.02,30005,65,4.8,6.7,10,0.00,41,-6,6,-377,10,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:48.330,24.19,4.03,10005,76,4.8,5.9,10,0.00,41,35,-23,-442,-183,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:48.860,24.22,4.03,20005,74,4.8,3.9,10,0.00,41,86,38,-255,39,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:49.400,24.21,4.03,20005,68,4.8,9.1,11,0.00,41,353,-288,-220,427,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:49.940,24.10,4.01,30005,66,4.8,11.1,12,0.00,40,122,-171,-223,-287,364,204,-10,0,0,-578,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:50.480,24.06,4.01,10005,70,4.8,8.6,13,0.00,40,68,0,-390,12,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:51.030,24.06,4.01,20005,74,4.8,5.9,14,0.00,40,80,-10,-338,53,365,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:51.580,24.08,4.01,20005,70,4.8,6.9,16,0.00,39,-89,27,-333,-160,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:52.130,24.05,4.00,30005,71,4.8,6.8,17,0.00,39,-348,9,-387,-321,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:52.670,24.07,4.01,10005,75,4.8,5.4,18,0.00,38,-331,-72,-366,-352,364,204,-10,0,0,-578,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:53.210,24.08,4.01,10005,72,4.8,6.4,18,0.00,38,-98,3,-444,-32,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:53.740,24.11,4.01,30005,76,4.8,5.7,20,0.00,37,-16,-30,-254,132,365,204,-11,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:54.280,24.04,4.00,10005,72,4.8,7.3,21,0.00,37,-13,6,-334,30,364,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:54.820,24.02,4.00,10005,73,4.8,6.8,21,0.00,36,243,8,-323,307,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:55.360,24.05,4.00,20005,70,4.8,7.1,23,0.00,36,292,-245,-274,397,365,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:55.890,24.07,4.00,30005,75,4.8,8.7,24,0.00,36,171,-107,-409,163,365,204,-10,0,0,-578,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:56.430,23.95,3.99,10005,68,4.8,8.3,25,0.00,35,49,-29,-269,-139,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:56.960,23.90,3.98,20005,72,4.8,8.7,26,0.00,35,-9,30,-328,-102,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:57.500,23.94,3.99,30005,68,4.8,6.5,28,0.00,34,-209,-18,-387,-321,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:58.040,23.93,3.99,30005,68,4.8,5.5,29,0.00,34,435,-282,-193,255,365,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:58.570,23.88,3.98,10005,72,4.8,11.6,29,0.00,33,385,-218,-227,475,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:59.110,23.88,3.97,20005,64,4.8,12.3,29,0.00,33,130,-140,-338,-144,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:11:59.650,23.41,3.87,30005,73,4.8,11.1,35,0.00,32,-326,-186,-244,-526,364,204,-10,0,0,-578,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:00.190,23.64,3.94,10005,74,4.8,6.5,36,0.00,32,-358,-78,-247,-503,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:00.720,23.82,3.97,20005,74,4.8,7.8,36,0.00,31,-267,-161,-339,-133,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:01.280,23.76,3.96,20005,76,4.8,6.4,37,0.00,31,-169,-60,-406,76,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:01.830,23.86,3.97,30005,74,4.8,5.6,38,0.00,31,-84,0,-304,61,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:02.370,23.89,3.98,10005,74,4.8,7.8,41,0.00,31,-301,-30,-458,-315,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:02.910,23.88,3.98,20005,77,4.8,4.0,41,0.00,30,-167,-30,-266,-163,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:03.450,23.85,3.97,30005,77,4.8,8.2,41,0.00,30,-27,-18,-317,113,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:03.980,23.85,3.97,10005,70,4.8,7.2,43,0.00,30,-9,8,-317,154,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:04.520,23.83,3.97,20005,76,4.8,7.0,43,0.00,30,439,-158,-355,618,365,204,-11,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:05.060,23.90,3.98,30005,73,4.8,6.2,45,0.00,30,219,-101,-381,111,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:05.590,23.73,3.95,30005,62,4.8,7.2,47,0.00,29,80,-103,-249,13,365,204,-11,0,0,-578,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:06.130,23.80,3.96,10005,72,4.8,9.8,47,0.00,29,116,-3,-225,-69,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:06.670,23.67,3.95,20005,72,4.8,5.6,49,0.00,28,105,9,-390,13,365,204,-10,0,0,-578,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:07.210,23.80,3.96,30005,64,4.8,5.4,50,0.00,28,30,6,-293,-15,365,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:07.740,23.73,3.95,30005,69,4.8,7.5,51,0.00,28,130,11,-336,125,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:08.280,23.76,3.96,10005,73,4.8,6.6,52,0.00,28,-9,6,-330,27,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:08.820,23.81,3.97,20005,68,4.8,6.3,54,0.00,27,399,-178,-12,593,365,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:09.350,23.64,3.93,30005,72,4.8,16.0,55,0.00,27,-9,-425,-303,27,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:09.890,23.32,3.88,10005,64,4.8,13.7,58,0.00,27,-3,3,-225,-76,364,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:10.430,23.57,3.92,20005,65,4.8,10.6,58,0.00,26,-98,38,-325,-121,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:10.970,23.51,3.92,30005,76,4.8,9.5,59,0.00,26,-172,-35,-203,-220,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:11.540,23.68,3.94,10005,72,4.8,10.1,62,0.00,26,-429,-217,-284,-506,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:12.100,23.60,3.93,20005,71,4.8,7.0,62,0.00,26,-258,-106,-315,9,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:12.660,23.70,3.94,30005,71,4.8,7.1,63,0.00,25,-204,3,-350,-88,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:13.210,23.63,3.94,20005,74,4.8,6.0,65,0.00,25,-220,6,-250,-178,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:13.750,23.60,3.93,30005,72,4.8,6.7,67,0.00,25,-327,-83,-352,-486,364,204,-10,0,0,-578,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:14.290,23.68,3.94,30005,72,4.8,7.1,67,0.00,25,-218,-223,-166,10,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:14.820,23.60,3.93,10005,68,4.8,8.7,67,0.00,24,-246,-13,-115,-318,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:15.360,23.54,3.92,20005,73,4.8,5.1,70,0.00,24,-329,-286,-404,-394,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:15.900,23.47,3.91,20005,74,4.8,5.2,72,0.00,24,-240,-72,-214,-65,365,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:16.430,23.58,3.93,30005,72,4.8,10.1,72,0.00,24,-284,8,-261,-332,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:16.970,23.50,3.91,10005,71,4.8,11.4,74,0.00,23,-341,-117,-136,-609,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:17.510,23.47,3.91,20005,67,4.8,13.3,76,0.00,23,-341,-214,-69,-368,364,204,-11,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:18.050,23.25,3.87,20005,80,4.8,15.1,79,0.00,23,-303,-131,-125,-369,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:18.580,23.23,3.87,30005,75,4.8,12.7,79,0.00,22,-357,-279,-184,-487,364,204,-10,0,0,-578,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:19.120,23.27,3.87,10005,77,4.8,10.2,83,0.00,22,-221,-3,-22,10,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:19.660,23.28,3.87,20005,72,4.8,18.0,84,0.00,22,26,-13,-187,282,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:20.190,23.44,3.90,30005,68,4.8,10.8,84,0.00,22,368,-117,40,770,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:20.730,23.34,3.88,10005,64,4.8,18.9,87,0.00,22,252,-458,-220,593,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:21.280,23.17,3.85,10005,76,4.8,11.5,90,0.00,22,100,25,-408,-69,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:21.840,23.02,3.86,30005,70,4.8,5.3,91,0.00,21,164,99,0,351,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:22.390,23.07,3.83,30005,72,4.8,17.2,94,0.00,21,-175,-21,-331,-595,364,204,-10,0,0,-580,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:22.940,23.22,3.87,10005,77,4.8,6.3,96,0.00,21,-327,-251,-106,-576,364,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:23.490,23.17,3.86,20005,73,4.8,15.4,97,0.00,21,-244,-77,-204,6,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:24.030,23.21,3.87,30005,75,4.8,11.2,98,0.00,21,-234,-84,-271,-327,364,204,-10,0,0,-577,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:24.560,23.26,3.88,10005,74,4.8,7.7,100,0.00,21,-269,-87,-198,-271,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:25.100,23.26,3.87,10005,73,4.8,10.2,102,0.00,21,-338,-302,-276,-413,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:25.640,23.32,3.88,20005,66,4.8,9.3,102,0.00,20,-200,-38,-322,4,365,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
2019-11-19,23:12:26.170,23.36,3.89,30005,74,4.8,6.9,104,0.00,20,-141,-30,-338,-48,364,204,-10,0,0,-578,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,8.1
