Date,Time,VFAS(V),A4(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-06-20,10:47:59.170,15.86,3.96,0.4,6,0.00,30002,54,68,4.9,-15,17,-1011,7,-845,1023,276,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.1
2020-06-20,10:47:59.650,15.87,3.96,0.4,6,0.00,30001,54,64,4.9,-15,17,-1011,7,-845,1023,276,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.1
2020-06-20,10:48:08.910,15.51,3.87,0.7,49,0.00,30002,57,62,4.9,-13,16,-1011,9,-845,1023,276,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.1
2020-06-20,10:48:09.410,15.54,3.88,0.8,49,0.00,20001,57,53,4.9,-15,16,-1009,7,-845,1023,276,0,0,-6,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.1
2020-06-20,10:51:51.050,16.58,4.14,0.6,1,0.00,10002,52,70,4.9,-15,16,-1012,7,-845,1023,276,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.1
2020-06-20,10:56:48.540,16.42,4.10,0.5,1,0.00,10002,52,63,4.9,-15,16,-1012,7,-849,1023,276,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.1
2020-06-20,10:58:40.360,16.29,4.07,0.7,77,0.00,10002,58,34,4.9,-15,16,-1012,7,-849,1023,276,0,0,57,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.1
2020-06-20,11:02:06.000,15.26,0.00,0.0,0,0.00,10002,46,81,4.9,-15,16,-1012,9,-849,1023,276,0,0,57,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000930,8.1
2020-06-20,11:02:06.990,15.46,3.86,0.4,1,0.00,10002,46,83,4.9,-13,16,-1012,9,-849,1023,276,0,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000930,8.1
2020-06-20,11:02:09.090,15.49,3.87,0.5,1,0.00,20002,47,81,4.9,-15,16,-1012,9,-849,1023,276,0,0,57,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000930,8.1
