Date,Time,VFAS(V),A4(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-01,12:18:19.980,0.00,0.00,0.0,0,0.00,0,0,90,4.6,-16,9,-1024,10,-1003,204,-2,0,0,77,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000920,7.9
2020-02-01,17:13:51.570,0.00,0.00,0.0,0,0.00,0,0,89,4.4,-16,9,-1024,13,-1002,204,-1,0,0,78,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-02-01,17:13:52.060,0.00,0.00,0.0,0,0.00,0,0,92,4.4,-16,8,-1024,12,-1002,204,-1,0,0,78,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-02-01,17:18:13.090,0.00,0.00,0.0,0,0.00,0,0,96,4.4,-16,9,-1024,12,-522,204,-1,0,0,800,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-02-01,17:18:13.580,0.00,0.00,0.0,0,0.00,0,0,92,4.4,-18,8,-1024,12,-522,204,-1,0,0,800,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-02-01,17:18:17.290,0.00,0.00,0.0,0,0.00,0,0,96,4.4,-16,9,-1024,12,-522,204,-1,0,0,800,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-02-01,17:18:17.790,0.00,0.00,0.0,0,0.00,0,0,93,4.4,-16,9,-1024,12,-522,204,-1,0,0,800,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-02-01,17:18:26.350,0.00,0.00,0.0,0,0.00,0,0,87,4.4,-16,9,-1024,12,-522,204,-1,0,0,797,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-02-01,17:18:26.840,0.00,0.00,0.0,0,0.00,0,0,92,4.4,-16,8,-1024,12,-522,204,-1,0,0,797,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-02-01,17:21:20.260,0.00,0.00,0.0,0,0.00,0,0,93,4.4,-16,8,-1024,12,-1024,204,-1,0,0,797,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000120,7.8
