Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-27,22:36:37.690,0.00,53,15.55,3.88,1.1,7,20002,87,5.3,-18,9,-1024,10,-1024,204,0,0,0,-533,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2020-02-27,22:36:38.170,0.00,53,15.55,3.88,1.1,7,10002,87,5.3,-16,9,-1024,12,-1024,204,0,0,0,-533,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.1
2020-02-27,22:36:38.670,0.00,53,15.55,3.88,1.2,8,20002,86,5.3,-16,9,-1024,10,-1024,204,0,0,0,-531,-918,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.1
2020-02-27,22:36:40.990,0.00,53,15.56,3.89,1.1,8,30002,81,5.3,-16,9,-1024,10,-1024,204,0,0,0,-533,-918,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.1
2020-02-27,22:38:45.200,0.00,63,15.55,3.88,1.1,3,20002,75,5.1,-16,9,-1024,10,-557,204,0,0,0,-533,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000A20,7.1
2020-02-27,22:38:45.690,0.00,63,15.55,3.88,1.1,4,10005,76,5.1,-16,9,-1024,10,-557,204,0,0,0,-531,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000A20,7.1
2020-02-27,22:38:46.190,0.00,63,15.55,3.88,1.1,4,30005,77,5.1,-16,9,-1024,10,-557,204,0,0,0,-533,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000A20,7.1
2020-02-27,22:38:46.690,0.00,63,15.55,3.88,1.1,4,20005,76,5.1,-18,8,-1024,10,-557,204,0,0,0,-531,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000A20,7.1
2020-02-27,22:38:47.190,0.00,63,15.55,3.88,1.1,4,10005,75,5.1,-16,29,-1024,537,-557,204,0,0,0,-533,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000A20,7.1
2020-02-27,22:38:47.690,0.00,63,15.42,3.85,1.1,4,20005,76,5.1,-16,9,-1024,12,-557,204,0,0,0,-533,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000A20,7.1
2020-02-27,22:38:48.190,0.00,63,15.48,3.86,1.1,4,10005,77,5.1,-16,11,-1024,686,-557,204,0,0,0,-533,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000A20,7.1
2020-02-27,22:38:48.690,0.00,63,15.39,3.85,1.1,4,30005,77,5.1,-16,9,-1024,10,-557,204,0,0,0,-533,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000A20,7.1
2020-02-27,22:38:49.190,0.00,63,15.37,3.84,1.1,5,10002,76,5.1,-16,9,-1024,9,-557,204,0,0,0,-533,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000A20,7.1
2020-02-27,22:38:54.250,0.00,64,15.54,3.88,1.0,6,30002,77,5.1,-16,9,-1024,10,-557,204,0,0,0,-203,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.1
2020-02-27,22:38:54.740,0.00,64,15.54,3.88,1.2,6,10005,76,5.1,-16,9,-1024,10,-557,204,0,0,0,-205,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.1
2020-02-27,22:38:55.240,0.00,64,15.54,3.88,1.1,7,30005,79,5.1,-16,9,-1024,10,-557,204,0,0,0,-205,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.1
2020-02-27,22:38:55.740,0.00,64,15.54,3.88,1.1,7,10005,79,5.1,-52,9,-823,10,-557,204,0,0,0,-205,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.1
2020-02-27,22:38:56.240,0.00,64,15.51,3.88,1.1,7,30005,76,5.1,-18,9,-985,10,-557,204,0,0,0,-205,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.1
2020-02-27,22:38:56.740,0.00,64,15.53,3.88,1.1,7,20005,75,5.1,-78,9,-857,10,-557,204,0,0,0,-203,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.1
2020-02-27,22:38:57.240,0.00,64,15.51,3.87,1.1,7,30005,78,5.1,-15,9,-903,10,-557,204,0,0,0,-205,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.1
2020-02-27,22:38:57.740,0.00,64,15.52,3.88,1.1,7,20005,76,5.1,-18,9,-828,10,-557,204,0,0,0,-205,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.1
2020-02-27,22:38:58.240,0.00,63,15.53,3.88,1.1,7,10005,75,5.1,-1024,9,-311,10,-557,204,0,0,0,-205,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.1
2020-02-27,22:38:58.740,0.00,63,15.50,3.85,1.1,8,30005,70,5.1,-36,9,-611,10,-557,204,0,0,0,-203,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.1
2020-02-27,22:38:59.240,0.00,63,15.45,3.86,1.1,8,10005,80,5.1,367,9,-311,10,-557,204,0,0,0,-203,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.1
2020-02-27,22:38:59.740,0.00,63,15.26,3.82,1.1,8,30005,78,5.1,1024,9,-944,10,-557,204,0,0,0,-205,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.1
2020-02-27,22:39:00.240,0.00,63,15.32,3.84,1.1,8,10002,76,5.1,32,9,-1024,10,-557,204,0,0,0,-205,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.1
2020-02-27,22:39:00.740,0.00,63,15.45,3.86,1.1,8,30002,79,5.1,-13,8,-1024,10,-557,204,0,0,0,-205,-918,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.1
