Date,Time,VFAS(V),A4(V),Tmp1(@C),RSSI(dB),RxBt(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2000-01-11,00:00:07.550,25.00,4.16,30002,80,4.9,0.0,0,0.00,32,-16,6,-1024,12,927,614,-5,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:08.030,25.04,4.17,30005,83,4.9,0.0,0,0.00,33,-16,6,-1024,10,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:08.530,25.01,4.17,30005,84,4.8,0.0,0,0.00,33,-16,9,-1024,9,927,614,-5,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:09.030,25.03,4.17,30005,83,4.8,0.0,0,0.00,33,-7,-80,-1024,7,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:09.530,24.97,4.16,30005,84,4.8,0.0,0,0.00,33,-16,-12,-1024,-116,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:10.030,24.96,4.15,10005,83,4.8,0.0,0,0.00,34,-16,4,-1024,-237,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:10.530,24.96,4.15,10005,83,4.8,0.0,0,0.00,34,-16,6,-1024,10,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:11.030,24.96,4.15,10005,82,4.8,0.0,0,0.00,34,-16,6,-1024,10,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:11.530,24.93,4.15,20005,82,4.8,0.0,0,0.00,34,-16,4,-1024,10,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:12.030,24.97,4.16,20005,83,4.8,0.0,0,0.00,34,-16,6,-1024,10,927,614,-5,0,0,-1024,0,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:15.090,24.98,4.16,10002,82,4.8,0.0,0,0.00,35,-16,6,-1024,10,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:15.580,24.98,4.16,10005,80,4.8,0.0,0,0.00,35,-16,6,-1024,10,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:16.080,24.92,4.15,10005,83,4.8,0.0,0,0.00,35,-16,6,-1024,12,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:16.580,24.92,4.15,10005,83,4.8,0.0,0,0.00,35,-16,70,-1024,6,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:17.080,24.89,4.14,20005,82,4.8,0.0,0,0.00,35,-15,-103,-1024,9,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.2
2000-01-11,00:00:17.580,24.89,4.15,20005,84,4.8,0.0,0,0.00,35,-97,-1,-592,10,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.2
2000-01-11,00:00:18.080,24.92,4.14,20005,83,4.8,0.0,0,0.00,35,-32,4,-785,35,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.2
2000-01-11,00:00:18.580,24.85,4.14,20005,83,4.8,0.0,0,0.00,35,0,-35,-823,-341,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.2
2000-01-11,00:00:19.080,24.85,4.14,20005,82,4.8,0.0,0,0.00,36,-9,4,-822,12,927,614,-5,0,0,-1024,1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.2
2000-01-11,00:00:19.580,24.87,4.14,20005,81,4.8,0.0,0,0.00,36,-16,3,-822,13,927,614,-5,0,0,-1024,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.2
