Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-03-14,10:50:20.330,359.60,45,15.98,3.99,1.1,3,10002,77,5.3,-18,11,-1024,12,-560,614,-2,0,0,756,-1017,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-14,10:50:20.810,359.60,46,15.99,3.99,1.1,3,10002,79,5.3,-18,11,-1024,12,-560,614,-2,0,0,758,-1016,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-14,10:50:21.310,359.60,46,15.99,3.99,1.2,4,10002,78,5.3,-18,12,-1024,12,-560,614,-2,0,0,758,-1017,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-14,10:50:21.810,359.60,47,15.99,3.99,1.2,4,10002,81,5.3,-18,11,-1024,12,-560,614,-2,0,0,756,-1017,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-14,10:50:22.310,359.60,47,15.99,3.99,1.2,4,10002,79,5.3,-18,11,-1024,12,-560,614,-2,0,0,756,-1017,-1,-1,0,-1,-1,-1,-1,-1,0x0000000000000220,8.0
2020-03-14,10:52:40.640,0.20,51,15.94,3.98,1.1,5,30021,74,5.3,-18,12,-1024,12,-560,614,-2,0,0,758,-1017,-1,-1,0,0,0,-1,-1,-1,0x0000000000000220,7.9
2020-03-14,10:52:41.130,0.20,51,15.94,3.98,1.1,6,20021,74,5.3,-18,11,-1024,12,-560,614,-2,0,0,758,-1016,-1,-1,0,0,0,-1,-1,-1,0x0000000000000220,7.9
2020-03-14,10:52:41.630,0.20,51,15.94,3.98,1.1,6,20021,78,5.3,-18,12,-1024,12,-560,614,-2,0,0,758,-1017,-1,-1,0,0,0,-1,-1,-1,0x0000000000000220,7.9
2020-03-14,11:07:01.880,0.10,42,16.37,4.09,1.2,4,10002,77,5.3,-16,12,-1024,10,-560,614,-3,0,0,-4,-1017,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-03-14,11:07:02.370,0.10,43,16.37,4.09,1.1,4,20022,77,5.3,-16,12,-1024,10,-561,614,-3,0,0,-4,-1017,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
2020-03-14,11:07:02.870,0.10,43,16.37,4.09,1.1,5,20022,76,5.3,3,11,-1024,10,-561,614,-3,0,0,-4,-1017,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.0
