Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-06-26,19:55:17.640,358.50,56,16.15,4.03,1.2,7,10001,99,5.3,-12,14,-1024,6,-887,1023,-25,0,0,-4,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,19:55:18.130,358.50,56,16.12,4.03,1.2,8,10025,98,5.3,-12,14,-1024,6,-887,1023,-25,0,0,-3,-3,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:01:56.750,4.30,40,16.13,4.03,1.2,6,30002,87,5.3,-13,14,-1024,7,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:01:57.240,4.30,40,16.13,4.03,1.2,6,20022,87,5.3,-13,14,-1024,7,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:01:57.740,4.30,40,16.14,4.03,1.2,6,20022,87,5.3,-15,14,-1024,7,-886,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:01:59.500,4.30,41,16.13,4.03,1.2,7,30001,87,5.3,-13,14,-1024,9,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:01:59.990,4.40,41,16.12,4.03,1.2,7,30025,87,5.3,-13,14,-1024,7,-887,1023,-24,0,0,-6,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:02:00.490,4.40,41,16.11,4.02,1.2,7,30025,88,5.3,-13,14,-1024,7,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:02:00.990,4.30,41,16.10,4.02,1.2,7,30025,87,5.3,-13,9,-1024,134,-886,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:02:01.490,4.30,41,16.10,4.02,1.3,7,20025,88,5.3,-13,12,-1024,7,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:02:01.990,4.10,42,16.09,4.02,1.2,7,30025,89,5.3,-20,12,-579,18,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:02.490,1.20,42,15.99,3.99,1.1,8,20025,86,5.3,-23,14,-606,51,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:02.990,358.20,42,15.97,3.99,1.0,8,20025,87,5.3,-49,14,-585,32,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:03.490,354.10,42,15.87,3.96,1.1,8,20025,84,5.3,-6,14,-579,10,-886,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:03.990,351.90,42,15.89,3.97,1.1,8,20025,83,5.3,24,67,-511,1,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:04.490,351.80,42,15.82,3.95,1.2,8,20025,84,5.3,-35,16,-719,7,-887,1023,-25,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:04.990,349.00,41,15.84,3.96,1.1,8,20025,86,5.3,-40,14,-442,7,-887,1023,-25,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:05.490,348.60,41,15.81,3.95,1.2,9,20025,84,5.3,43,69,-581,-37,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:05.990,352.70,42,15.84,3.96,1.1,9,20025,85,5.3,1,64,-469,-430,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:06.490,353.70,42,15.81,3.95,1.1,9,20025,86,5.3,-9,-23,-546,218,-886,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:06.990,353.00,42,15.82,3.95,1.2,9,10025,84,5.3,58,72,-515,-542,-887,1023,-25,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:07.490,354.60,42,15.79,3.94,1.2,9,10025,86,5.3,-7,14,-528,6,-887,1023,-25,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:07.990,354.70,42,15.78,3.94,1.2,9,10025,83,5.3,37,14,-530,-599,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:08.490,355.50,42,15.77,3.94,1.1,10,10025,83,5.3,-13,24,-581,528,-886,1023,-24,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:08.990,355.80,42,15.79,3.94,1.2,10,10025,83,5.3,-4,16,-527,42,-886,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:09.490,358.00,42,15.77,3.94,1.2,10,30025,81,5.3,-10,14,330,-13,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:09.990,352.90,42,15.64,3.91,1.1,10,30025,82,5.3,-4,14,-1024,3,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:02:10.490,351.30,42,15.76,3.94,1.1,10,30025,79,5.3,-12,-87,-555,-21,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:10.990,351.10,42,15.74,3.93,1.1,10,30025,80,5.3,24,11,-506,47,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:11.490,351.80,42,15.73,3.92,1.1,10,30025,81,5.3,111,9,-628,-160,-886,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:11.990,0.20,42,15.73,3.93,1.1,11,30025,79,5.3,41,14,-622,7,-886,1023,-24,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:12.490,3.70,42,15.73,3.93,1.1,11,30025,76,5.3,-12,12,-535,13,-886,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:12.990,3.70,43,15.73,3.93,1.1,11,30025,80,5.3,-12,22,-536,7,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:13.490,6.30,43,15.64,3.90,1.1,11,20025,85,5.3,-24,16,-1024,7,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,7.6
2020-06-26,20:02:13.990,5.60,42,15.74,3.93,1.2,11,20025,85,5.3,-60,14,-258,1,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:14.490,4.10,42,15.71,3.92,1.2,12,20025,85,5.3,-33,16,-527,7,-886,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:14.990,2.80,42,15.72,3.93,1.2,12,20025,82,5.3,-58,32,-409,6,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.6
2020-06-26,20:02:15.490,0.00,42,15.70,3.92,1.2,12,20025,87,5.3,10,14,-627,-26,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2020-06-26,20:02:15.990,358.30,42,15.72,3.93,1.2,12,10025,80,5.3,-27,17,-547,9,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
2020-06-26,20:02:16.490,357.20,42,15.72,3.93,1.1,12,10025,82,5.3,-13,14,-546,6,-887,1023,-24,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000230,7.7
