Date,Time,VFAS(V),A4(V),Curr(A),Fuel(%),Hdg(@),Tmp1(@C),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-06-18,19:51:55.430,13.46,3.36,0.1,0,0.00,30002,52,65,4.7,-13,12,-1024,7,-840,1023,160,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:53:04.630,12.01,3.00,0.1,1,0.00,10001,58,71,4.6,-13,12,-1024,7,-839,1023,160,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:55:35.460,11.56,3.85,0.0,4,0.00,20001,64,71,4.6,-13,14,-1024,7,-840,1023,160,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:55:38.260,10.93,3.64,0.0,4,0.00,20005,65,61,4.6,-15,14,-1024,7,-839,1023,160,0,0,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:59:49.970,15.15,3.78,0.0,0,0.00,10002,64,76,4.5,-13,16,-1024,7,-840,1023,160,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:59:50.460,15.14,3.78,0.0,0,0.00,20005,65,77,4.5,-13,16,-1024,7,-840,1023,160,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:59:50.960,15.11,3.77,0.0,0,0.00,30005,65,73,4.4,-13,16,-1024,7,-839,1023,160,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:59:51.460,15.09,3.77,0.1,0,0.00,30005,65,74,4.4,-13,16,-1024,7,-840,1023,160,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:59:51.960,15.08,3.77,0.1,0,0.00,20005,65,74,4.4,-15,22,-1024,-629,-840,1023,160,0,0,-4,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:59:52.460,15.04,3.76,0.4,0,0.00,10005,64,73,4.4,-13,14,-1024,9,-839,1023,160,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:59:52.960,15.02,3.75,0.1,0,0.00,20005,64,71,4.4,-15,16,-1024,4,-839,1023,160,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:59:53.460,14.84,3.75,0.1,0,0.00,10005,65,76,4.4,-13,14,-1024,9,-839,1023,160,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,19:59:53.970,14.96,3.74,0.1,0,0.00,30005,65,66,4.4,-13,16,-1024,9,-840,1023,160,0,0,-3,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,20:11:34.770,0.00,0.00,0.0,0,0.00,0,0,76,4.7,-15,14,-1024,9,-839,1023,161,0,0,58,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,20:18:18.390,0.00,0.00,0.0,0,0.00,0,0,72,4.7,-15,12,-1024,10,-839,1023,161,0,0,58,-1,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,20:18:21.140,0.00,0.00,0.0,0,0.00,0,0,79,4.7,-7,12,-1024,10,-839,1023,161,0,0,58,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,20:18:22.890,0.00,0.00,0.0,0,0.00,0,0,76,4.7,-16,14,-1024,10,-839,1023,161,0,0,58,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.9
2020-06-18,20:18:32.540,0.00,0.00,0.0,0,0.00,0,0,76,4.6,-16,14,-1024,10,-839,1023,161,0,0,58,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-18,20:18:33.840,0.00,0.00,0.0,0,0.00,0,0,76,4.6,-16,12,-1024,9,-839,1023,161,0,0,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000900,7.8
2020-06-18,20:18:47.450,15.09,3.77,0.0,0,359.80,20002,58,76,4.5,-15,14,-1024,10,-839,1023,161,0,0,58,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-18,20:18:59.400,15.03,3.75,0.0,0,358.50,30002,58,77,4.4,-16,14,-1024,10,-839,1023,161,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-18,20:18:59.890,15.05,3.76,0.0,0,358.40,20001,59,78,4.4,-15,14,-1024,10,-839,1023,161,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
2020-06-18,20:23:17.090,15.05,3.76,0.0,0,0.00,10002,60,50,4.5,-15,12,-1024,9,-839,1023,161,0,0,-4,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000920,7.8
